word,synonym,description
"IEEE P1003 기술 위원회, -技術委員會, IEEE P1003 Technical Committee",,"미국 전기 전자 학회(IEEE) 산하에서 유닉스 관련 운영 체제의 표준화를 추진하는 기술 위원회. 이 위원회 산하에는 19개의 작업반(WG)이 구성되어 있으며, 각 작업 부회가 주제별로 나누어 포직스(POSIX) 표준을 제정하였다."
"IEEE 국제 통신 회의, 國際通信會議, IEEE International Conference on Communications, ICC",,"세계 최대 학술 단체의 하나인 미국 전기 전자 학회(IEEE)가 주최하는 정보 통신 관련 국제 회의. 각국의 전기 통신, 정보 처리, 전자 공학 분야의 전문가들이 IEEE 회원 자격으로 참석하여 발표와 토론을 한다."
"IEEE 레이저 전자광 학회, -電子光學會, IEEE Laser and Electro-Optics Society, IEEE-LEOS",동의어 : IEEE Photonics Society,"양자 전자 소자를 핵심으로 하는 레이저, 광소자, 광섬유와 이를 이용한 시스템의 연구, 개발, 설계, 제조 등의 과학 기술 활동에 관심을 갖는 미국 전기 전자 학회(IEEE) 산하의 국제 학회. 2014년 4월 IEEE 광학 학회(Photonics Society)가 되었다."
"IEEE 모바일 와이맥스 표준, -標準, IEEE 802.16m",,모바일 와이맥스(mobile WiMAX) 표준. 기존 광대역 무선 접속 IEEE 802.16 표준 기반의 와이브로(WiBro)와 와이맥스(WiMAX) 단말 및 기지국 장비와 상호 호환성을 유지하면서 IMT-Advanced의 시스템 요구 사항을 만족하도록 개발되었다.
"IEEE 컴퓨터 학회, -學會, IEEE Computer Society, IEEE-CS",,"미국 전기 전자 학회(IEEE) 산하 분야별 학회의 하나. 컴퓨터와 정보 처리 기술의 이론과 실제를 향상시키는 것을 목적으로 한다. IEEE 산하의 학회 중에서 최대의 조직과 회원을 가지고 있으며, 1972년에 IEEE로부터 준독립한 학회로서 하부의 기술 위원회들을 통하여 각종 심포지엄과 워크숍, 주요 회의의 조직화, 표준화 활동, 교육 활동 등을 한다. 매년 국제 컴퓨터 회의(COMPCON), 국제 컴퓨터 소프트웨어 및 응용 회의(COMPSAC) 등 주요 회의를 개최하고, 정보 과학 분야에 공헌한 인사를 선정해 시상(施賞)하며, ‘IEEE Computer’, ‘IEEE Software’ 등 10여 종의 정기 간행물을 발간한다."
"IEEE 표준, -標準, IEEE standards",,"미국 전기 전자 학회(IEEE) 산하의 IEEE Standards Association (IEEE-SA)의 각 위원회에서 제정하는 표준. 대상 분야는 컴퓨터나 전기 통신, 전기/전자 부품, 전기 전자 기기 및 설비 등 광범위하다. IEEE 802 위원회의 근거리 통신망(LAN)에 관한 일련의 표준, IEEE 1003 위원회의 포직스(POSIX) 표준, 각 분야의 기술 용어집, 소프트웨어 공학에 관한 일련의 표준, 입출력 버스, 부동 소수점 표현의 표준 등이 있다. IEEE 표준은 미국 국가 표준을 만드는 공식 단체는 아니지만 ISO, ANSI, JISC등 국제 혹은 국가의 표준 단체와 연계하여 사실 표준으로 받아 들여진다."
"IMD 필름, in mold decoration film",,"사출 성형을 거치지 않고 사출과 동시에 인쇄가 가능한 필름. 색이나 무늬 인쇄가 필요한 휴대 전화 윈도 등 부품을 제조할 때 사용되는 소재로 비용 절감 효과가 탁월하고 대량 생산에 적합하며, 3차원 곡면에 사출과 동시에 다양한 고품질 디자인 색상 표현이 가능하여 휴대 전화는 물론이고 PC 외장재나 각종 가전 제품, 자동차 내외장재 등 다양한 분야에 사용되고 있다."
"IMKA 프로젝트, Initiative for Managing Knowledge Assets Project, IMKA Project",,"기업 지식을 지식 베이스화하기 위한 기술 개발 프로젝트. IMKA는 기업 내의 조직이나 개인을 중심으로 이때까지 축적된 기업 지식을 지식 베이스화하기 위한 기술 개발을 목적으로 1990년 4월에 발족한 미국의 업계 단체이다. 발족 당시의 회원은 포드 모터스, 유에스 웨스트, DEC(Digital Equipment Corp.), TI(Texas Instruments) 및 카네기 그룹 사 등 5개사였으나 현재는 미국, 영국의 수개 회사가 더 가입하고 있다. 1992년에 지식 베이스 시스템 개발을 위한 개방 아키텍처인 KAM/OA(Knowledge Assets Management/Open Architecture)를 발표하였다. KAM/OA는 ㉠지식 표현, ㉡추론, ㉢그래픽 사용자 인터페이스(GUI), ㉣지식 획득의 4개 계층을 체계화한 것이다. ㉠에는 독자적으로 개발한 프레임 베이스 언어 ROCK, ㉡에는 C, C++, 프롤로그, ㉢에는 모티프나 윈도즈, ㉣에는 카네기 그룹사 제의 각종 도메인 셀 등을 이용한다. IMKA 참가 업체는 KAM/OA에 기초한 응용 프로그램을 개발하고 있으며, IMKA는 ROCK의 지식 표현을 프레임 언어의 표준안으로서 미국 전기 전자 학회(IEEE) 산하의 P 1252 표준화 위원회에 제출하였다."
"In-network 질의 처리, -質疑處理, In-network Query Processing",,"서버에서 수행되는 센싱 정보의 분석 및 여과 과정을 센서 노드 수준에서 미리 수행하게 함으로써 무선 통신 횟수를 크게 감소시킬 수 있는 방식. USN 응용 시스템은 일반적으로 센서 노드들에서 획득되는 센싱 정보들을 센서 노드들 간의 무선 네트워크를 통하여 게이트웨이에 수집하고, 수집된 정보들을 서버에서 분석하고 필요한 정보를 추출하는 방식으로 동작한다. 그러나 이러한 방식은 센서 노드들 간의 수많은 무선 통신을 유발시킴으로써, 센서 노드의 배터리 수명을 단축시킨다."
"IPTV 브라우저, IPTV Browser",,"웹상에 구현된 기존 콘텐츠를 쉽게 방송용 콘텐츠로 통합할 수 있도록 개발한 브라우저. 웹 표준을 적용한 IPTV 브라우저는 IPTV 서비스의 핵심인 방송 콘텐츠의 개발을 용이하게 한다는 점에서 범용화된 자바 기반의 애플리케이션에 비해 비용과 효율성에서 우위를 점하고 있다. 또한 IPTV 브라우저는 IPTV, 디지털 CATV, 디지털 위성 방송용 셋톱 박스 등에 탑재되며, 데이터 방송 표준인 ACAP 및 전자 프로그램 안내(EPG), 제한 수신 시스템(CAS) 등도 지원한다."
"IPTV 서비스ㆍ콘텐츠 보안, -保安, IPTV Service and Content Protection, IPTV SCP",,"IP 텔레비전(IPTV)에 적용되는 보안으로 서비스와 콘텐츠 보안을 동시에 만족하는 개념. 서비스 보안은 적법한 사용자만이 해당 서비스와 서비스 내에 포함되어 있는 콘텐츠를 이용하도록 지원하는 기술이고, 콘텐츠 보안은 콘텐츠 소유자의 지적 재산권을 보호해 주는 기술이다."
"IPTV 포커스 그룹, Internet Protocol Television Focus Group, IPTV FG",,"IPTV의 표준 제정을 위한 ITU-T 산하 표준화 그룹. IPTV에 대한 정의와 IPTV를 통해서 제공될 서비스 요구 사항, 이를 제공하기 위한 기능 구조 모델의 정립, 품질 문제(QoS/QoE), 보안 문제, 미들웨어, 가입자 장비, 네트워크 제어 능력 및 상호 운용성에 대한 표준화를 6개 연구반으로 나누어 진행하여 2007년 7월까지 기본적인 IPTV 국제 표준화 작업을 완료할 계획이다."
"IPv4/IPv6 연동, -聯動",,"IPv4 망에서 IPv6 망으로 자연스럽게 진화기키기 위한 전환(transition) 기술. IPv4/IPv6 전환기술을 크게 나누면 듀얼스택(dual stack)기술, 터널링(tunneling) 기술, 변환(translation) 기술 세가지로 분류할 수 있다. 듀얼스택 기술은 하나의 시스템(호스트 또는 라우터)에서 IPv4와 IPv6를 동시에 처리하는 기술이고, 터널링 기술은 기존 IPv4 망을 전달망으로 사용해 섬처럼 서로 떨어져 있는 IPv6 망들을 연결시켜 주는 기술이며, 변환기술은 IPv4 망과 IPv6 망 사이의 연동기술로 IPv6 클라이언트가 IPv4 서버에 접속할 때 또는 IPv4 클라이언트가 IPv6 서버에 접속할 때 사용된다."
"IPv6 연동망, -連動網, IPv6 Neutral Generic Internet Exchange, 6NGIX",,"국내외의 IPv6 망을 서로 연동시키기 위한 IPv6 기반의 인터넷 연동망. 한국전산원에 설치되어 있으며, 초고속 정보통신 네트워크 기술, 초고속 응용 서비스 및 관련 장치 연구 개발 환경을 제공하여 국내 산ㆍ학ㆍ연 기관이 공동으로 참여하는 기술 개발 산업을 독려하고, 국내외 차세대 네트워크 산업과의 연계를 통한 공동 연구 기반 조성을 목적으로 한다. 2001년 10월부터 서비스를 개시하고 미국(6TAP), 일본(NSPIXP6)과 더불어 IPv6 기반의 차세대 인터넷 설비를 갖추게 되어 국내 인터넷 서비스 제공자(ISP)들이 IPv6 기반의 인터넷을 더욱 효율적이며 경제적으로 구축할 수 있게 되었다."
"IP 공유기, -共有器, Internet Protocol Sharing Device, IP Sharing Device",,"하나의 공인 IP주소를 여러 컴퓨터에서 동시에 인터넷을 사용할 수 있게 다수의 사설 IP 주소로 변환시켜 주는 하드웨어 장치. 유선, 무선, 또는 유무선 공유기가 있으며, 일반적으로 여러 대의 컴퓨터를 사용하는 가정이나 직장에서 공인 IP 주소 하나로 인터넷을 공동 이용할 목적으로 사용한다. 공유기는 각 컴퓨터마다 내부 IP 주소를 할당하여 구분 동작하며, 여러 대의 컴퓨터가 하나의 IP로 인터넷에 접속해도 외부에서는 하나의 컴퓨터가 쓰이는 것처럼 보이게 된다."
"IP 광 채널, -光-, Fibre Channel over IP, FCIP",,"인터넷 프로토콜(IP) 기반의 스토리지 네트워킹 기술. 인터넷 망에서 고속 전송 기능을 가진 SAN(storage area network) 간의 광 채널 정보를 전송하고, 지역적으로 분산된 데이터를 공유한다. 인터넷 망의 고속 데이터 전송 방법의 2가지(FCIP와 iSCSI)중의 하나로 SAN의 핵심 기술이며, 인터넷 소형 컴퓨터 시스템 인터페이스(iSCSI)가 이더넷 망에서 운용되는 반면에 FCIP는 광 채널 기술과 공동으로 사용된다."
"IP 데이터그램, IP datagram",,"인터넷을 통해 전달되는 정보의 기본단위. 물건을 운반하는 컨테이너에 해당하는 데이터 컨테이너로서, 운반 정보의 데이터 본체 외에 송신원의 주소, 수신인의 주소 및 처리 우선 순위 등의 데이터를 머리부(header)에 포함하고 있다."
"IP 매스커레이드, IP masquerade, IPM",,"개별 주소를 세계 주소로 변환하는 기술의 하나. 개별 주소를 채용한 구내 정보 통신망(LAN) 내의 단말로부터 인터넷에 접속할 때는 세계 주소를 할당할 필요가 있다. 이렇게 하여 상위 통신 규약인 TCP/UDP (transmission control protocol/user datagram protocol)의 통신 포트 번호를 식별, 지역 주소와 IP 주소의 대응 관계를 관리함으로써 1개의 세계 주소로 복수 지역 노드와 동시에 통신할 수 있게 되었다."
"IP 멀티캐스트, IP multicast",,TCP/IP에서 같은 데이터를 동시에 다수의 상대에게 송신하는 멀티캐스트. 멀티캐스트를 실행하기 위해서는 클래스 D라고 하는 IP(Internet protocol) 주소 체계를 사용한다. 클래스 D의 주소 체계에서는 32비트 중에서 최초의 4비트로 멀티캐스트라는 것을 식별하고 나머지 28비트로 특정의 멀티캐스트 집단(multicast group)을 지정한다. IP 멀티캐스트의 특징인 동보성을 이용하여 연주회 등의 생중계를 지원하거나 동화와 음성을 사용하는 회의 시스템을 지원하는 가상망이 엠본(MBONE:multicast backbone)이다.
"IP 멀티캐스팅, Internet Protocol Multicasting",,서비스 제공자와 일 대 일 대응 방식의 유니캐스트와는 달리 일 대 N을 사용하는 방식. 데이터의 중복 전송으로 인한 네트워크 부하를 최소화한다. 멀티캐스트를 지원하지 않는 라우터에 대해서는 IP 멀티캐스팅 기법을 사용해 수십 개의 라우터를 문제없이 패싱할 수 있다. 또한 접속자의 한계를 벗어나 획기적으로 비용을 절감시켜 주는 대안 기술로 떠오르고 있다.
"IP 버전 4, Internet Protocol version 4, IPv4",,"현재 널리 사용되고 있는 버전 4 인터넷 프로토콜. 1981년에 발간된 IETF RFC791로 문서화 되어 있다. IPv4는 211.253.131.255와 같은 점-숫자 표기의 32-bit 주소 체계로서 고유 번호가 4,294,967,296로 제한되어 있어 128-bit 체계로서 거의 무한대라고 할 수 있는 IPv6로의 전환이 추진되고 있다. IPv4의 헤더 정보는 아래와 같다. [비교] IPv6와 IPv4와의 차이점&nbsp;"
"IP 버전 6, Internet protocol version 6, IPv6",,"IPv4의 주소공간을 4배 확장한 128 비트 인터넷 주소 체계. 인터넷 프로토콜(IP) 주소 공간을 128 비트로 확장하여 주소의 개수를 크게 증가시키고 패킷 처리에 대한 오버헤드를 줄이기 위해 새로운 헤더 포맷을 도입한 것이 특징이다. IPv6는 주소 공간의 확장으로 하나의 주소를 여러 계층으로 나눠 다양한 방법으로 사용이 가능하며, IPv4에서 자주 사용하지 않는 헤더 필드를 제거해 헤더 포맷을 단순화시키고 데이터를 특성에 맞게 분류 및 처리해 향상된 서비스를 지원하며 보안과 개인보호 기능을 지원한다."
"IP 보안 프로토콜, -保安-, Internet Protocol Security, IPsec",,"망 계층(network layer)인 인터넷 프로토콜(IP)에서 보안성을 제공해 주는 표준화된 기술. 데이터 송신자의 인증을 허용하는 인증 헤더(AH)와, 송신자의 인증 및 데이터 암호화를 함께 지원하는 보안 페이로드 캡슐화(ESP: Encapsulating Security Payload), 보안 연관(SA: security association) 등이 있으며, 보안 게이트웨이 간의 보안 터널을 제공하는 터널 모드(tunnel mode)와 종단 호스트 간의 보안 터널을 제공하는 전송 모드(transport mode)를 제공한다. IPv4에서는 선택으로 IPv6에서는 필수로 제공하도록 되어 있다."
"IP 서비스 스위치, IP services switch",,"디지털 가입자 회선(DSL), 케이블 모뎀 등으로부터 각종 사업자망의 트래픽을 교환하는 네트워크 장비. 인증 서비스, 과금 서비스, 인터넷 및 MPLS와 같은 고급 수준의 프로토콜과 다양한 가상 사설 통신망(VPN) 스위칭 기능을 가진 확장성이 뛰어난 장비이다. 광대역 원격 접속 서버(BRAS)의 후계 장비로서 IP 서비스 라우터라고도 한다."
"IP 스토리지, Internet Protocol storage",,"IP 네트워킹을 이용하여 서버/클라이언트와 데이터를 전송하는 저장 장치로 인터넷 디스크라는 용어로도 사용된다. TCP/IP 네트워크 환경에서 구현되는 NAS, CAS(content addressed storage), 인터넷 스카시(iSCSI) 스토리지 시스템을 포괄하는 개념이다. 복잡하고 비용 부담이 큰 파이버 채널 기반의 SAN(storage area network)에 비해 상대적으로 경제적인 비용으로 스토리지 시스템 구현이 가능하다."
"IP 스푸핑, Internet Protocol spoofing, IP spoofing",,공격자가 자신의 인터넷 프로토콜(IP) 주소를 변조하거나 속여서 접근 제어 목록(ACL: Access Control List)을 우회하거나 회피하여 공격하는 것. 변조된 IP 주소를 이용하여 서비스 거부 공격이나 연결된 세션을 차단하며 공격에 대한 추적을 어렵게 만든다.
"IP 에일리어싱, IP aliasing",,"한개의 물리적 네트워크 인터페이스에 IP 어드레스를 두개 이상 지정하는 것.  하나의 랜카드에 211.xxx.10.11, 211.xxx.10.12 등 두개의 IP 어드레스를 지정하면 둘 중 어느 어드레스로도 접근될 수 있다. 서버 한대로서 여러 도메인의 웹을 서비스 하는 웹호스팅이나, 하나의 물리적 랜에 두개 이상의 논리적 랜을 존재시키는 가상랜 구성시 사용한다. IP 에일리어싱에서 네트워크가 다른 경우를 네트워크 에일리어싱으로 세분하여 부르는데 예를 들어, 랜카드에 211.xxx.10.11과 192.168.1.10이 지정되어 있다면 외부 네트워크와 내부 네트워크가 동시에 지정된 경우이므로 네트워크 에일리어싱이다."
"IP 역추적, - 逆追跡, IP traceback",,"사이버 범죄를 시도하는 공격자의 실제 위치를 탐색할 수 있는 기술. IP 역추적 기법은 크게 네트워크상의 모든 라우터가 자신을 지나가는 패킷에 자신의 IP주소를 마킹하는 기법과 ICMP(Internet Control Message Protocol) 메시지를 이용하여 근원지 패킷의 전달 경로 정보를 파악하는 기법, 그리고 네트워크 관리 프로토콜을 응용한 방법 등으로 나눌 수 있다."
"IP 전화, -電話, Internet Protocol telephony, IP telephony",동의어 : 인터넷 전화,"전화망과 같은 회선 교환망 대신에 인터넷과 랜(LAN: Local Area Network) 같은 데이터 패킷망을 통하여 음성통화를 하는 것. 단말기로서는 별도의 전화기 형태로 제작되는 인터넷 프로토콜(IP: Internet Protocol) 전화기(펌폰)와 컴퓨터의 내부 기능으로 실현되는 소프트웨어 전화기(소프트폰) 등이 대표적이며, 사설 자동 구내 교환기(PABX: Private Automatic Branch eXchange)를 IP 사설교환기(PBX)화 하여 기존의 전화기를 그대로 사용할 수 있도록하는 경우도 있다. IP 전화기는 랜(LAN), 디지털 가입자 회선(DSL: Digital Subscriber Line) 등 패킷 네트워크와 연결되는 물리적 인터페이스를 지니며, 사용자의 음성을 디지털 및 패킷 형태로 저장한 후 적절한 IP 전화 신호를 만든다. "
"IP 접속, -接續, IP connection",,"인터넷에 접속하는 방법의 하나. IP 접속으로 인터넷에 연결하면 전자 우편, 뉴스, 파일 전송(FTP), 텔넷(Telnet), 멀티미디어 정보의 수발신 등 모든 인터넷의 기능을 이용할 수 있다. 인터넷 접속 방법에는 IP 접속 이외에 유닉스 간 통신 프로그램 접속(UNIX-to-UNIX copy program connection)이 있으나 이 경우에는 전자 우편이나 뉴스, 파일 전송 기능밖에 이용할 수 없다."
"IP 제공자, -提供者, IP provider",,"전자 회로의 기능 블록인 IP(intellectual property)의 설계만을 전문적으로 해서 대규모 집적 회로(LSI) 제조회사 등에 공급하는 기업. 지금까지 많은 LSI 제조회사들은 핵심부의 설계로부터 배선의 배치는 물론 시작품의 생산, 양산 후의 LSI 제품의 판매망에 이르기까지를 1개 사에서 일괄 처리해왔다. 그러나 현재는 시스템의 LSI화 시대를 맞이해서 다양한 기능을 고밀도로 집적한 LSI를 단기간에 저렴한 가격으로 개발해야할 시기에 이르렀고, 따라서 IP 제공자와 같은 LSI 개발의 특정 공정을 전문으로 취급하는 기업이 등장해서 수평적인 분업 체제로 이행하고 있다."
