word,synonym,description
"차동 양방향 송수신, 差動兩方向送受信, polar duplex, differential duplex",,"송신 전류는 자국 수신기의 두 부분(수신 계전기의 중성점에서 볼 때 좌우의 두 권선부)을 서로 반대 방향으로 분류하여 그 영향이 상쇄되고 상대국으로부터 받은 수신 전류는 이 두 부분을 동일한 방향으로 흐르게 되어 수신기를 작동하게 하는 양방향 전신 방식. 일반적으로 차동 유극 계전기를 거쳐 한 쪽은 선로, 다른 쪽은 의사 회로로서 임피던스를 평형시키는 방식이다."
"차동 위상, 差動位相, Differential Phase, DP",동의어 : 차분 위상,"①일정한 범위의 전송 대역 내에서 주파수나 신호 크기에 따른 위상 변화의 미분(differential) 값. 미분 이득(DG : Differential Gain)과 더불어 광대역 전송계의 기저대역, 또는 변조 방식의 주파수나 신호 크기에에 따른 평탄성, 또는 비직선 일그러짐을 나타내는 주요한 지표가 된다. ②TV 신호에서 휘도 신호의 변화에 따른 컬러 부반송파의 위상 변화를 각도로 나타낸 값.TV 설비의 성능을 나태내는 값으로 무선국 검사 항목 중 하나다. TV 방송에서 색상에 영향을 주는 요소로 비직선 일그러짐을 나타내는 주요한 지표가 된다."
"차동 위상 변조, 差動位相變調, differential phase modulation",동의어 : 차분 위상 변조,"계속되는 2디짓 부호의 논리합을 변조하여 송신하고 수신 측에서는 그것을 다시 논리차로 변환하여 본래의 펄스를 얻어 내는 펄스 전송 방식인 차등 변조(differential modulation)에서, 송신 측에서 논리합이 수행된 후에 위상 변조를 하는 것. 이 방식은 수신 측에서 복조할 때 절대 기준 위상을 필요로 하지 않는다는 이점이 있다."
"차동 이진 위상 편이 변조, 差動二進位相偏移變調, Differential Binary Phase Shift Keying, DBPSK",,"송신 측에서 이진 부호의 논리합을 수행하여 2위상으로 편이시키는 위상 변조. 무선랜(WLAN: Wireless Local Area Network)에서 기저 대역 변조 방식으로 사용하기 위하여 IEEE 802.11에서 표준화 하였으며, 직접 시퀀스 스펙트럼 확산(DSSS: Direct Sequence Spread Spectrum) 방식에 사용한다. 송신 측에서 전송하고자 하는 부호의 논리합으로 된 이진 부호를 반송파의 동위상(0位相)과 역위상(π位相)에 대응, 편이하여 전송하고 수신 측에서는 복조 과정 후에 논리 차로 변환하여 본래의 펄스를 복원하는 것이다."
"차동 증폭기, 差動增幅器, differential amplifier",,"2개의 입력 단자에 가해진 신호를 증폭하는 증폭기. 차동 증폭기의 입력단은 2개의 트랜지스터 이미터를 결합한 회로가 사용된다. 베이스에는 바이어스 회로를 설치하여 영전위로 사용할 수 있게 되어 있으며 전원은 2종류를 사용하는 경우가 많다. 차동 증폭기는 2개의 입력 단자에 동시에 가해진 신호에 대하여 출력이 영이 되기 때문에 2개의 트랜지스터 Q1, Q2의 특성이 맞으면 온도 변화 등에 의한 바이어스의 변동은 출력에 나타나지 않는다. 따라서 직류 증폭기의 실현에 알맞고 대용량의 콘덴서를 구성하기 곤란한 집적 회로에는 차동 증폭기가 많이 이용되고 OP 앰프도 차동 증폭기로 되어 있다. 모스펫(MOSFET)을 이용해서도 구현할 수 있다."
"차동 직교 위상 편이 변조, 差動直交位相偏移變調, Differential Quadrature Phase Shift Keying, DQPSK",동의어 : 차분 직교 위상 편이 변조,"송신 측에서 이진 부호의 논리합을 수행하여 4종류의 위상을 다른 파로 편이시키는 위상 변조. 무선랜(WLAN: Wireless Local Area Network)에서 기저 대역 변조 방식으로 사용하기 위하여 IEEE 802.11에서 표준화 하였으며, 직접 시퀀스 스펙트럼 확산(DSSS: Direct Sequence Spread Spectrum) 방식에 사용한다. 송신 측에서 전송하고자 하는 부호의 논리합으로 된 디지털 신호를 반송파의 4위상에 대응, 직교 위상 편이(quadrature phase shift)시켜 전송하고 수신 측에서 복조 과정 후에 논리 차를 변환하여 본래의 펄스를 복원하는 것이다."
"차동 회선, 差動回線, differential line",,"프로세스 간 통신(IPC: Inter-Process Communication)을 위한 버스의 한 형태로, 신호 간의 간섭이나 잡음에 의한 영향을 최소화하기 위하여 버스 전송 구간을 2레일(rail)로 하고 각 레일의 신호 극성을 반대로 하여 신호를 전송하는 형태."
"차등 검파, 差等檢波, differential detection",,"데이터 통신에서 앞의 신호 상태와 현재의 신호 상태를 비교하여 그 차이를 검출하거나 복조하는 방식. 위상 변조파가 복조에 사용될 때에는 특히 차등 위상 검파라고 하며, 앞의 신호를 늦추어 검파하는 것을 지연 검파라 한다."
"차등 백업, 差等-, differential backup",,컴퓨터 시스템에서 전체 백업 이후의 변경 사항을 모든 백업하는 방식. 증분 백업(incremental backup)보다 백업 데이터량이 커진다는 단점이 있지만 복구 시 전체 백업본(full backup)과 차등 백업본 각각 하나씩만을 필요로 하므로 더 빠른 시간 안에 복구가 가능하다는 장점이 있다.
"차등 변조, 差等變調, differential modulation",,변조의 한 방식으로 임의의 신호 요소에 대한 중요 조건을 선택할 때 선행한 신호 요소에 좌우되는 방식.
"차등 압축, 差等壓縮, differential compression",,"데이터 저장에 필요한 기억 용량을 절약하는 일반적인 방법으로, 데이터를 표현할 때 현재 데이터와 바로 전의 데이터 사이의 차이점만을 나타내는 방법. 순차적 접근만이 가능하다."
"차등 지연, 差等遲延, differential delay",,"①종합 정보 통신망(ISDN) 내 주파수 대역에서 발생하는 최대 주파수와 최소인 주파수 지연과의 차이. ②동기식 광통신망(SONET), 캐리어 이더넷 등 다양한 전송 방식이 사용되는 망에서 가상 회로를 설정했을 때 수신되는 프레임의 경로에 따라 발생하는 지연의 차이."
"차등화 서비스, 差等化-, Differentiated Service, DiffServ, DS",,"실시간 응용 서비스의 패킷 흐름들의 집합을 단위로 서비스 차별을 하여 대규모 망에서 확장성을 갖고 다양한 서비스를 간편히 적용할 수 있도록 한 서비스. 차등화 서비스(DS)는 인터넷 프로토콜(IP) 패킷 DS 바이트 정보에 의해 결정되는 중간 라우터 패킷 전송 방식(PTM)과 트래픽 조절기 및 서비스 할당 방식을 적절히 조합하여 다양한 서비스를 실현시킨 것이다. 또한 DS 구조는 하나의 IP 패킷 흐름 단위, 즉 흐름별로 서로 다른 서비스 품질(QoS)을 제공한다는 개념에서 벗어나 어떤 흐름 집합을 한 단위로 하여 집합별로 서로 다른 패킷 전달 품질을 제공하고, 흐름 식별을 필요로 하는 DS 바이트 기록 등 복잡한 트래픽 조절 기능을 모두 네트워크 가장자리에서만 일어나게 하고 내부에서는 아주 간단한 패킷 전달 기능만 수행되도록 하여 여러 인터넷 서비스 제공자(ISP) 망이 연결된 큰 규모의 인터넷 망에 적용 가능하도록 확장성을 갖게 하고 있다."
"차량∙사물 셀룰러 통신, 車輛事物-通信, Cellular Vehicle-to-Everything, C-V2X, Cellular V2X",,"엘티이(LTE), 5G와 같은 셀룰러 이동 통신망을 통해 차량이 다른 차량이나 교통 인프라, 보행자, 네트워크 등과 정보를 서로 주고받는 차량 통신 기술. 이동 통신 표준화 기구 3GPP에서 2017년 LTE 기술을 활용한 Cellular V2X를 표준으로 채택하였다(3GPP Release 14). 차량이 보행자나 자전거 탑승자 등 개인(pedestrian)이 소지한 이동 단말, 다른 차량(vehicle), 도로 인프라(infrastructure) 등과 통신망을 통해 다른 차량의 정보나 교차로 통제 등 정보를 교환하여 차량 안전 향상, 자율 주행, 군집 주행 등에 활용하는 것을 차량·사물 통신(V2X)이라 한다. V2X의 무선 통신 시스템으로 IEEE 802.11p(Wi-Fi 표준 IEEE 802.11 계열) 기반의 차량 환경용 무선 접속(WAVE: Wireless Access Vehicular Environment), 차량용 단거리 전용 통신(DSRC: Dedicated Short Range Communications) 등을 사용한다. C-V2X는 3GPP에서 셀룰러 이동 통신 기술 기반으로 만든 V2X로, 기존 WAVE와 DSRC 보다 서비스 영역이 넓고 데이터 전송 속도가 빠르다. 따라서 고속으로 주행하는 차량 간(V2V), 차량과 보행자 간(V2P), 차량과 인프라 간(V2I)에 정보를 실시간으로 전달할 수 있다. 차량과 차량, 차량과 노변 기지국(RSU: Road Side Unit) 통신은 단말 간 직접 통신(D2D)이다. 한편 차량과 기지국 사이, RSU와 기지국 사이는 LTE 이동 통신(V2N: Vehicle-to-Network) 기술을 사용하여 교통 정보를 실시간으로 전달할 수 있을 뿐만 아니라 수 킬로미터 전방의 교통 상황 정보 등도 실시간에 제공한다. ※ 3GPP 릴리즈 14 표준의 셀룰러 V2X 기술보다 향상된 차량 통신 기술 표준(enhanced V2X)을 릴리즈 15로 개발하였다. "
"차량 간 멀티홉 통신 기술, 車輛間-通信技術, Inter Vehicle Multi-hop Communications Technology",,"차량 주행 시 안전 상태를 무선으로 전송해 차량 충돌 사고를 예방할 수 있는 기술. 차량의 돌발 상황을 감지해 주변 차량에 경고 메시지를 전송, 차량 운행의 안전성을 높이고 차량 그룹 간 통신 및 군집 운행을 지원한다. 지능형 교통 시스템(ITS) 주파수 대역을 사용해 200km의 고속 주행 환경에서 무선 통신이 가능하고 패킷 송수신 전달 시 지연 시간이 0.1초 이내로 통신 인프라의 도움 없이 자체적으로 무선망을 구성할 수 있다."
"차량 간 통신망, 車輛間通信網, Vehicle to Vehicle Communication Network, V2V Communication Network",,차량 간 무선 통신에 의한 자율적인 형태의 차량 통신망 기술. 차량 간 통신을 기반으로 차량 추돌 경고 서비스와 그룹 통신을 제공한다.
"차량·그리드 통신, 車輛-通信, Vehicle to Grid, V2G",,"전기차 배터리에 저장된 전력을 전력망에 보내는 기법. 전력 사용량이 아주 높아지는 시간에 전기차 배터리에 저장된 전력을 쓰거나, 비상 전원으로도 쓸 수 있다. 예를 들어, 집에서 텔레비전을 보는데 갑자기 정전이 되면 주차장에 있는 전기차 배터리에서 전력을 끌어다 쓸 수 있다."
"차량기반 고객 관계 관리, 車輛基盤顧客關係管理, Vehicle Relationship Management, VRM",,"차량의 주행정보, 과거 이동정보, 운전자 정보 등과 같은 차량에 관련된 다양한 정보에서 특정 규칙과 패턴을 추출한 후에 그에 알맞게 영업, 서비스 생산, 마케팅 전략을 수립 및 적용할 수 있도록 해주는 기술.  일반적인 고객관계관리(CRM)를 확장하여 차량과 관련된 서비스에 특화한 기술이다."
"차량 긴급구난체계 서비스, 車輛緊急救難體系-, emergency road call service, e-call service",동의어 : 이콜(e-call) 서비스,"차량 사고 시 신속한 구난을 위한 서비스. 차량 긴급구난체계 서비스는 차량 운행 중 차량 충돌 및 심각한 사고 발생 시 자동으로 긴급 구조 기관에 사고 위치와 사고 정보 등을 전송하고 긴급 구난을 요청하거나, 차량 운행 중 위급 상황이 발생할 경우 탑승자가 수동으로 긴급구난을 요청하여 운전자와 동승자를 빠르게 구난할 수 있는 서비스를 의미한다. 차량 긴급구난체계 서비스를 위해 차량에는 사고 발생 시 사고 판단을 하고 정보를 수집하는 센서, GPS 위치와 사고 시간 수집, 구조 기관에 자동으로 이동 전화 연결 등의 기능이 지원되어야 한다. 그리고 구조 기관은 관제 센터간과 의료 기관, 경찰서 등 2차 이용 기관과의 네트워크 운용 기술이 구축되어 있어야 한다. 유럽과 러시아에서는 정부 주도로 각각 eCall 서비스, ERA-글로나스(Emergency Road Assistance GLONASS) 서비스를 시행하고 있다.&nbsp;※ 관련 표준:ITU-T Y.4119(Requirements and capability framework for IoT-based automotive emergency response system(03/2018))IETF RFC 8147(Next-Generation Pan-European eCall(05/2017))IETF RFC 8148(Next-Generation Vehicle-Initiated Emergency Calls(05/2017))ETSI TS 126 267/268/269/969 등&nbsp;&nbsp;"
"차량 내 AV 기기 연결 장치, 車輛內-器機連結裝置, Preferred Device Interface Module, PDIM",,"차량의 AV 시스템과 휴대형 기기인 PMP, MP3 플레이어 등을 블루투스로 연결, 손쉽게 AV 기기를 사용할 수 있도록 해주는 장치. 차량 내 AV 시스템 화면을 보며 휴대형 미디어 플레이어를 컨트롤하고, USB 메모리에 저장시켜 오디오 및 비디오를 필요할 때마다 듣고 볼 수 있다."
"차량 내 네트워크, 車輛內-, In-Vehicle Network, IVN",,"차량 내 센서나 전자 장치 간 유무선 통신 네트워크. 차량의 보디나 섀시 부분을 연결하고 제어하는 계측 제어기 통신망(CAN), 오디오, 앰프, 콤팩트디스크 플레이어 등 멀티미디어 접속을 위한 차량 네트워크 시스템(MOST), 그리고 브레이크나 조향 장치를 연결하고 제어하는 X-by-Wire(Flexray)가 있다."
"차량 네트워크 시스템, 車輛-, Media Oriented Systems Transport, MOST",,"차량용 멀티미디어 기기를 제어하는 네트워크 통신 규격. 차량용 네트워크 기술은 크게 오디오, 비디오, 내비게이션 등 멀티미디어 기기 제어를 위한 것과 엔진이나 브레이크 등 차량 핵심 부품을 제어한 전자 장치용 네트워크 기술로 구분할 수 있다. 다수의 차량용 멀티미디어 기기의 등장과 더불어 이들을 빠르게 제어하고 기기 간 통신 속도를 높여 주는 고속 차량 네트워크 기술이 필요하여 개발된 기술이다. 주로 독일을 비롯한 유럽 자동차 업체들을 중심으로 기술 개발이 이루어졌으며 최대 전송 속도는 24.5Mbps이다. 또한, 미국과 일본 자동차 업체들을 중심으로 개발되고 있는 IDB 1394는 최대 100Mbps의 통신 속도로 차량 네트워크 시스템(MOST)에 비해 통신 속도가 훨씬 빠르지만, 아직 상용화되지 못했으며 MOST는 유럽은 물론 미국과 일본의 주요 자동차 및 부품 업체들까지 가입할 만큼 차량 멀티미디어 네크워크 표준으로 자리잡아 가고 있다."
"차량 멀티홉 통신, 車輛-通信, Vehicle Multihop Communication, VMC",,자동차에 정보 기술(IT)을 접목해 차량 충돌을 예방하는 기술. 자동차와 노면 간 라디오 주파수(RF) 통신을 주고받아 제한 속도를 넘으면 자동으로 차량 속도가 감속되는 것은 물론 차량 간 통신으로 충돌을 예방하는 기술이다.
"차량·보행자 통신, 車輛步行者通信, Vehicle to Pedestrian communication, V2P communication",,"차량과 개인 즉, 보행자나 자전거 탑승자가 소지한 이동 단말 기기 사이의 무선 통신. 예를 들어, 차량이 길을 건너는 보행자의 스마트폰을 인지해 운전자에게 보행자 접근 경보를 보내 사고를 예방할 수 있다. V2P는 차량 간 통신(V2V: Vehicle to Vehicle), 차량과 인프라 간 통신(V2I: Vehicle to Infrastructure)와 함께 차량·사물 통신(V2X: Vehicle to Everything)의 주요 기술로 지능형 교통 서비스의 구현 요소이다."
"차량·사물 통신, 車輛事物通信, Vehicle to Everything communication, V2X communication",,"차량을 중심으로 유무선망을 통해 정보를 제공하는 기술. V2X는 차량과 차량 사이의 무선 통신(V2V: Vehicle to Vehicle), 차량과 인프라 간 무선 통신(V2I: Vehicle to Infrastructure), 차량 내 유무선 네트워킹(IVN: In-Vehicle Networking), 차량과 이동 단말 간 통신(V2P: Vehicle to Pedestrian) 등을 총칭한다. V2X를 이용하여 차량과 도로의 정보 환경, 안정성, 편리성 등을 향상시킬 수 있다."
"차량 스패밍, 車輛-, drive-by spamming",,"취약성이 있는 무선 랜(WLAN)에 접근 권한을 얻어 다량의 스팸을 보내기 위해 접근하는 해킹의 일종. 이 방법은 합법적으로 다량의 메시지를 보낼만큼 필요한 대역폭 비용을 절약할 수 있고, 누구도 스팸 소스를 추적하기 매우 어려운 방법이다. 차량을 이용하여 워 드라이빙(war driving)을 통해 접근을 쉽게 할 수 있는 정보를 수집하고 보호되지 않은 이메일 포트를 발견하면 건물 내의 사람과 이메일을 주고받지만 메일 서버는 인증된 사용자의 메시지로 오인하게 된다."
"차량용 블랙박스, 車輛用-, Automotive Event Data Recorder, EDR",,"자동차용 영상 기록 장치. 비행기에 장착된 블랙박스와 유사한 기능을 수행하는 장치로서, 교통사고가 발생하는 순간 차량의 운행속도, 가속기와 브레이크의 작동 상태 및 운전자의 목소리 등과 같은 주행 정보와 사고 상황에 관련된 영상 정보 등을 차량에 설치된 카메라와 메모리에 기록하는 장치이다."
"차량용 이더넷, 車輛用-, Vehicle Ethernet",,"이더넷 기술을 차량 내 통신 기술로 사용하는 것. 이더넷은 근거리 통신을 위한 네트워킹 기술 중 하나로 PC와 기기를 연계하는 데 사용하고 있다. 자동차에서 이더넷을 사용하면 높은 대역폭이 보장되어 분산 시스템의 수가 줄어들며, 각 분산 시스템을 제어하는 제어기의 수도 함께 줄어들어 시스템의 복잡도가 감소한다. 또한, 많은 기능들이 강력한 프로세서에 집중되어 처리할 수 있으며, 이는 차량용 시스템 구축 시 와이어 비용이 현저히 감소하는 효과가 있다. 그러나 차량은 거친 환경에서 운용되며 탑승자의 안전이 우선시되므로 초기의 차량용 이더넷은 서라운드뷰 카메라나 인포테인먼트 시스템 등 덜 중요한 시스템에 적용될 것이다."
"차량용 인포테인먼트, 車輛用-, In-Vehicle Infotainment, IVI",,"차 안에 설치하는 여러 장비들이 인포테인먼트 기능을 제공하는 것. 인포테인먼트는 정보와 재미를 같이 제공하는 것으로 자동차는 내비게이션이 화면으로나 목소리로 길을 알려주고 맛집과 같은 정보 제공과 오락 기능을 갖춘 인포테인먼트 기기로 변신한 것이 예이다. 이처럼 자동차에 설치하는 모든 정보 기술(IT, information technology) 기기들이 인포테인먼트 서비스를 제공하도록 하는 것이다."
"차량용 투명 안테나, 車輛用透明-, Transparent Antenna for Vehicle",,"차량 유리 내에 삽입할 수 있는 투명 안테나. 투명성과 전도성을 동시에 가지는 금속 산화물 박막이나 투명 전도막이 차량용 투명 안테나의 재질이며, 안테나 최적화 설계를 통해 투명성을 유지하면서 차량용 안테나 성능 기준에 적합하다. 차량 내에 인터넷 환경을 구현해 주는 데이터 통신 주파수용 안테나와, 차량의 위급상황 발생시 자동으로 현재 위치를 알려주는 긴급전화용 주파수 안테나 등에 쓰인다."
"차량 위치 자동 표시 시스템, 車輛位置自動標示-, Automatic Vehicle Monitoring System, AVM",,무선 회선을 이용하여 이동국(자동차)의 위치ㆍ운행 상황 등을 관제센터의 표시기에 자동적으로 표시하게 하는 시스템.
"차량 위치 추적 시스템, 車輛位置追跡-, Automatic Vehicle Location System, AVLS",,"위성 위치 확인 시스템(GPS)과 무선 통신망 및 차량용 단말기를 이용, 차량의 현재 위치와 진행 방향 등 운행 현황을 중앙 관제 센터를 통해 실시간으로 음성과 문자로 운전자에게 전달하는 시스템. 지능형 교통 시스템의 물류 운영 시스템(CVO)의 핵심 분야로 축척별 전자 지도 제공과 GPS 위성의 위치 정보를 보정하는 맵 매칭(Map Matching) 기능을 지원함으로써 정확한 위치 측정이 가능하다. 대중 교통 시스템, 소방 지령 시스템, 물류 차량 통제 시스템 및 버스 도착 시간 안내 시스템 등에서 활용된다."
"차량·인프라 통신망, 車輛-通信網, Vehicle to Infrastructure communication network, V2I",,"차량과 유무선 통신 인프라망이 접속되어 단말과 서버 간에 통신을 제공하는 통신망. 차량에 인터넷 프로토콜(IP) 기반의 교통 정보 및 안전 지원, 내려받기 서비스를 제공한다."
"차량 정보 단말기, 車輛情報端末機, Mobile Data Terminal, MDT",,"차량 위치 추적에 적용할 수 있는 차량 정보 단말기. 이 단말기는 주파수 공용 통신(TRS)과 개인 휴대 통신(PCS)망을 동시에 사용해 음성 및 문자 서비스를 받을 수 있으며, 차량 항법 시스템(CNS) 기능 구현과 함께 훨씬 다양한 부가 서비스를 지원할 수 있다. 또한 지상 2만 1000㎞ 고도에 있는 24개의 위성 위치 확인 시스템(GPS) 위성을 이용해서 차량의 위치를 확인할 수 있는 단말기도 활용되고 있다. → 차량 항법 시스템, 위성 위치 확인 시스템"
"차량 정보 실시간 관리 시스템, 車輛情報實時間管理-, Vehicle and Driver Management System, VDMS",,"자동차의 급출발, 급가속, 급제동, 불필요한 공회전, 경제 속도 준수 등 운전자의 다양한 운전 행태를 차량에 장착된 정보 수집기로부터 자동으로 수집하는 기술. 정보 수집기에 접수된 차량 관련 정보를 바탕으로 운전자의 안전, 경제, 친환경 운전 지수를 5단계로 분석하고 장착된 단말기를 통해 그래프나 경고음 등의 형태로 제공한다. 또 차량으로부터 수집한 연료 소모량을 현재 차량의 연비와 이산화탄소 배출량을 실시간으로 계산해 운전자에게 제공해 준다."
"차량 탑재 기지국, 車輛搭載基地局, Cell On Wheels, COW",,트럭이나 트레일러에 장착된 기지국. 차량 탑재 기지국(COW)은 스포츠 행사나 축제 등으로 사람이 많이 몰려드는 곳에서 서비스 용량을 확대하거나 재해 지역 등에서 이동 통신의 통신 가능 영역을 확장하기 위하여 사용된다.
"차량 항법 시스템, 車輛航法-, Car Navigation System, CNS",,"운행 중인 차량에 위치 정보를 제공하여 목적지에 정확하게 유도하는 운행 안내 시스템 또는 운행 유도 시스템. 위성 위치 확인 시스템(GPS) 위성으로부터 수신된 자료를 이용하여 현재 차량의 위치 및 진행 방향을 설치된 화면을 통하여 운전자에게 보여 주며, 모르는 지역을 방문할 경우 출발지와 목적지를 입력하면 진행해야 할 도로와 거리, 예상 시간 등을 화면상에 표시해 준다. 기기에 따라서는 차량 항법 시스템(CNS)에서 표시한 방향과 다른 방향으로 진행할 경우 경로를 재설정하거나 경고 메시지를 방송하여 운전자가 안전 운전을 하도록 돕는다."
"차량 해킹, 車輛-, Drive-by hacking",,무선망을 이용하는 환경에서 차량 무선 장비를 통해 시스템에 침투하는 불법 행위. 침투하고자 하는 무선망이 있는 건물 앞에서 주차하여 차 안에서 무선망에 접근하기 때문에 붙인 이름이다. 상대적으로 무선망이 취약하고 접근이 용이한 점을 이용한 것이다.
"차량 환경용 무선 접속, 車輛環境用無線接續, Wireless Access in Vehicular Environment, WAVE",,"고속으로 이동중인 차량간 혹은 차량과 도로변 장치간의 통신을 위한 무선 액세스 시스템. IEEE에서 표준화하고 있는 IEEE802.11p 규격과 IEEE P1609 규격의 조합이다. 고속의 차량 간 통신과 차량과 인프라 간 통신을 지원하며 전방의 도로와 차량의 위험 정보 긴급 전송, 무차로 톨링 서비스 같은 다양한 차세대 지능형 교통 시스템 구축에 활용할 수 있다. "
"차량·휴대 기기 통신망, 車輛-携帶器機通信網, Vehicle to Nomadic Device communication network, V2N communication network",,"자동차와 휴대폰 같은 휴대 기기 간에 주고받는 통신망. 주로 블루투스(Bluetooth), 지그비(Zigbee), 초광대역 무선(UWB: Ultra WideBand)와 같은 근거리 무선 통신 기술을 이용한다. "
"차례곱, 次例-, factorial",,주어진 양의 정수에 대해 1부터 그 숫자까지의 모든 정수를 곱하여 나온 수. n!로 표시한다. 즉 n!＝1×2×3×…×(n-1)×n이 된다. 또는 0!＝1로 정의하고 n!＝n(n-1)!의 성질을 이용하여 정의하기도 한다. 이는 감마 함수와 밀접한 관련이 있다.
"차례 맞추개, 次例-, collator",,같은 키를 사용하여 나열되어 있는 2개의 카드 파일을 동일한 순서로 된 하나의 파일로 합병하는 기기.
