word,synonym,description
"XML 파서, eXtensible Markup Language parser",,"확장성 마크업 언어(XML) 문서를 응용 프로그램이 이용하기 쉬운 형태로 변환하는 소프트웨어. 변환 시에 XML 문서가 문법에 비추어 정확하게 기술되고 있는지를 동시에 검증한다. XML 문서는 텍스트 파일의 형태로 존재하기 때문에 그대로 소프트웨어에서 이용할 수 없다. 개개의 소프트웨어 안에 XML 문서를 해석하는 프로그램을 갖게 하는 방법도 있지만 XML은 일정한 형식이 정해져 있기 때문에 범용적인 해석 프로그램인 XML 파서에 의해 변환한 데이터를 소프트웨어가 사용하도록 하는 것이 효율적이다. 응용 프로그램이 XML 문서를 취급하는 경우에는 직접 XML 문서를 읽는 것이 아니라 XML 파서를 개입시키는 것이 일반적이다. IBM사의 ‘XML Parser for Java’나 마이크로소프트사의 MSXML 등이 잘 알려져 있으며, XML의 작성이나 편집 기능을 가진 것도 있다."
"XSS 피싱, Cross Site Scripting Phishing, XSS phishing",,웹 애플리케이션의 설계 취약점을 이용하여 피싱 공격을 위한 URL을 유효한 웹 애플리케이션 URL에 삽입하는 피싱 공격 기법. XSS 공격은 피해자가 웹 페이지 변조를 인식하지 못해 대처하기 매우 어려운 것이 특징이다.
"X-Y-Z 좌표계, -座標系, X-Y-Z coordinate system",,"3차원의 데카르트 좌표계. 가로축(X축)과 세로축(Y축)에 대하여 직각이 되는 제3의 축(Z축)을 포함한다. X-Y-Z 좌표계는 길이, 너비, 깊이를 갖는 모델을 생성하여 3차원 공간에서 모델을 이동하는 데 사용된다."
"X-Y 기록기, -記錄器, X-Y recorder",,"그래프 종이에 2개의 변수를 하나는 X축에, 하나는 Y축에 자동적으로 그리는 기록기. 종이는 어떤 형태도 가능한데(선형, log-log 등) 위치는 고정되어 있고, 펜이 기록기의 X, Y 입력에 맞는 신호에 따라 종이 위에서 움직인다."
"X-Y 도형 작성기, -圖形作成器, X-Y plotter",,자기 테이프 장치 또는 컴퓨터로부터의 정보를 작도 명령으로 변환시킨 다음 용지 인쇄용 펜을 제어하여 도형을 작성하는 장치.
"X 단말, -端末, X terminal",,X 윈도 시스템의 서버 부분만을 탑재한 단말. 전 기능의 X 윈도를 갖는 워크스테이션보다 손쉽게 그래픽스 환경을 사용할 수 있다. X 서버를 읽기용 기억 장치(ROM)에 탑재한 기종도 있다. X 윈도 단말이라고도 한다.
"X-모뎀, X-modem",,"비동기 데이터 통신에서 사용되는 파일 전송 프로토콜의 하나. 1977년에 미국의 워드크리스텐슨(Ward Christensen)이 개발한 공개 소프트웨어로, 오래된 방식이기는 하나 현재도 PC 통신 서비스가 지원하고 있는 대부분의 통신 소프트웨어가 대응하고 있다. X-모뎀에서는 데이터를 128바이트 크기의 블록 단위로 전송하고, 전송되는 각 블록에 일련번호를 부여하는데, 이 번호는 전송 중의 오류나 중복 전송을 검출, 보고하는 데 사용된다. 각 블록에는 전송된 데이터의 오류 검출을 위한 1바이트 크기의 검사합(check sum)이 포함된다. 이와 같이 128바이트의 데이터를 전송할 때마다 긍정 응답(ACK) 또는 부정 응답(NAK)이 보고되어 오는 동안 데이터 송신을 중단해야 하는 통신 방식이기 때문에 높은 처리율(throughput)을 실현할 수 없다. 그래서 X-모뎀의 효율을 높이기 위하여 개량 작업을 한 결과, Y-모뎀이나 Z-모뎀과 같은 개량판이 등장하였다."
"X-모뎀 1K, X-MODEM 1K",,"X-모뎀 파일 전송 프로토콜 개량판의 하나. 대용량 파일의 장거리 전송을 위한 것이다. 데이터를 1kB(1,024B) 크기의 블록 단위로 전송하고 X-모뎀보다 좀 더 신뢰도가 높은 오류 검출 방식을 사용한다."
"X-모뎀-CRC, X-MODEM-CRC",,X-모뎀 파일 전송 프로토콜 개량판의 하나. 2바이트 크기의 주기적 덧붙임 검사(CRC)를 사용하여 전송 오류 검출 기능을 강화한 것이다.
"X 박스, X-box",,"2001년 하반기에 마이크로소프트사가 개발, 발표한 가정용 비디오 게임기. 개인용 컴퓨터(PC) 수준의 기능을 포함하고 있다는 점과 신규 기술이 많이 포함되었다는 점이 이전 개발되던 게임기와 차별화된다. 비디오 게임기로는 최초로 하드 디스크 드라이브를 장착하고 있으며, 250㎒의 그래픽 프로세서를 탑재하여 화려한 그래픽을 자랑한다. 플레이스테이션 2(PS2), 게임 큐브(Game Cube) 등의 제품과 비디오 게임기 시장에서 경쟁하고 있다."
"X 부가 명령, -附加命令, X-prefixed command",,"앞머리에 ‘X’를 붙인 명령. 실행 중인 명령의 처리를 일시적으로 중단하고, 입력한 명령을 실행시키는 처리를 할 때 쓰인다."
"X 서버, X server",,"X 윈도 시스템(Window System)을 사용한 분산 망에서 X 단말에 접속하는 서버. 단말측에서 보면 다수의 윈도즈 애플리케이션 중에 하나의 서버로 취급되며, X 서버를 가진 컴퓨터는 각 단말에서 수행되는 윈도즈 관리 서비스를 위한 클라이언트 요구를 만드는 일을 한다. 유닉스 운영 체계에서 본체, 미니 컴퓨터 혹은 워크스테이션으로 설치된다. →X 단말"
"X선 형광 분석기, -線螢光分析器, X-Ray Fluorescence Analyzer",,"인체에 유해한 중금속의 함유 정도를 분석하는 기기. 나노 수준의 박막을 수십 층으로 쌓아 X선을 반사시키는 거울을 만들어 단색광 X선을 생성한 뒤, 이 X선과 측정 대상 물질의 반응에서 나오는 원소 정보를 0.1ppm 이하의 초고감도로 한다. 활용 분야로는 중금속 함유량과 토양 성분 분석, 농수산물의 중금속 오염 분석, 도금 및 필름의 정밀 두께 측정, 초미세 원소의 변화를 관찰할 수 있다."
"X-선 회절기, -線回折機, X-Ray Diffraction Equipment",,"X-선이 진행 과정에서 장애물을 만났을 때 돌아가는 회절 현상을 이용해 금속과 같은 물질이 보유한 고유 원자 배열을 찾아내는 장비. 사람의 지문처럼 물질의 고유 원자 배열을 측정해 물질의 종류를 파악하는 장비로 X-선 회절기를 활용하면 정밀한 측정값을 얻을 수 있어 물질의 혼합물 및 화합물 구분은 물론, 결정 내부의 변형이나 결함 구조 분석, 촉매 개발 등에도 활용할 수 있다."
"X/오픈, X/Open",,"1984년 유럽의 컴퓨터 제조업체를 중심으로 설립된 오픈 시스템에 대한 표준화 단체. 유닉스 시스템 V의 관리용 명령, 시스템 호출, 유틸리티, 라이브러리 등과 함께 프로그램 언어(C/코볼/포트란/파스칼), 데이터 관리(ISAM/SQL) 등의 표준안을 만들었다. 미국, 일본 등 전 세계의 제조업체, ISV(Independent Software Vender) 등 40개 이상의 기업과 기관이 활동하였다. 1996년 오픈 소프트웨어 재단(OSF)와 함께 오픈 그룹(The Open Group)으로 합병되었다."
"X/오픈 XA 인터페이스, X/Open eXtended Architecture, XA Interface",,"X/오픈(X/Open)사가 정한 분산 트랜잭션 처리를 위한 표준 인터페이스. 관계형 데이터베이스 관리 시스템(RDBMS)이나 파일 시스템과 같은 자원 관리(resource manager) 시스템과 TP(Transaction Processing) 모니터 사이의 인터페이스이다. 이것을 TP 모니터와 자원 관리 시스템 양쪽에 내장하여 서로 다른 데이터베이스 사이에서 분산 트랜잭션 처리를 할 수 있다. 유닉스용 TP 모니터인 엔시나(Encina), TIP END, 턱시도(Tuxedo) 등과 RDBMS인 오라클(ORACLE), IBM 인포믹스(Informix) 등에 내장되었다."
"X/오픈 공통 응용 환경, 共通應用環境, X/Open Common Application Environment, X/Open CAE",,유닉스(UNIX) 표준화 단체인 X/오픈(X/Open) 규격의 총칭. 공통 응용 환경(CAE)을 기술하고 있는 규격서가 X/오픈 이식성 지침(XPG: X/Open Portability Guide)이다. XPG에 따라 개발된 응용 프로그램은 대부분의 유닉스 컴퓨터에서 공통으로 사용할 수 있다.
"X/오픈 분산 트랜잭션 처리 모델, 分散-處理-, X/Open Distributed Transaction Processing model, X/Open DTP model",,"유닉스(UNIX) 오픈 시스템 표준화 단체인 X/오픈(X/Open)에서 제시한 데이터 분산 처리 모델. 분산된 애플리케이션 프로그램과 자원 관리자(RM), 트랜잭션 관리자(TM) 간의 역할과 인터페이스를 정의하고 있다. RM이란 공유 자원(데이터 등)을 관리하고 있으므로 관련 데이터베이스 관리 시스템(RDBMS) 등으로 된다. 이것과 TM 간에는 XA 인터페이스가 있는데, 유닉스 서버계의 주요한 RDBMS는 XA 인터페이스에 대응되어 있다. TM은 분산 트랜잭션을 관리하는 것으로서 트랜잭션 처리 모니터가 이에 대응되어 있으며 다수의 RM과 분산 트랜잭션을 관리한다. 응용 프로그램(AP)이 분산 트랜잭션 서비스를 요구해서 전역적(全域的)인 트랜잭션을 개시토록 한다. 여러 AP가 공동으로 1개의 트랜잭션을 실행시킬 수도 있고, AP 간의 통신도 정의되고 있다. 2개의 AP가 TM을 이용해서 트랜잭션 처리를 실행한다. &nbsp;"
"X/오픈 이식성 지침, -移植性指針, X/Open Portability Guide, XPG",,"X/오픈(X/Open)사가 발행하고 있는 유닉스 이식성 지침(portability guide). XPG 지침에는 표준 유닉스의 명령, 시스템 인터페이스나 국제화의 필요 사항 등이 규정되어 있다. 유닉스 인터내셔널(Unix International)의 유닉스 시스템 V 개량판 4(SVR 4)와 오픈 소프트웨어 재단(OSF)의 OSF/1이 모두 XPG의 제3판에 준거한다. 이 지침에 따라 작성된 응용은 호환성이 높다. 최신 버전으로 1992년 발행된 XPG4가 있다."
"X온/X오프 흐름 제어, -制御, Xon/Xoff flow control",,"네트워크에서 컴퓨터나 장치간, 또는 노드간 데이터 흐름이 적절히 조절되도록 데이터 흐름을 관리하는 것. X온/X오프(XON/XOFF) 데이터 흐름 제어 프로토콜은 수동적인 기법보다는 능동적인 기법이기 때문에 통신 완충부(버퍼)보다 데이터의 흐름을 제어하는 데 보다 확실하다. 통신 완충부의 용량은 데이터 흐름에 큰 차이가 있거나 송신되는 데이터 파일이 큰 경우에는 초과되지만, XON/XOFF 흐름 제어는 데이터의 흐름을 온/오프시켜 완충부의 초과를 방지한다. 또한 이 프로토콜은 디스크 드라이브에 전송되는 데이터가 디스크에 저장될 때 데이터의 전송 속도가 통신 하드웨어의 처리 능력을 앞지르는 것을 방지하기 위해서도 필요하다. 만일 XON/XOFF 프로토콜이 통신 링크의 호스트와 PC의 양쪽에서 적절히 이루어져 있으면 데이터 전송 속도의 조절을 전적으로 PC 통신 소프트웨어에 의해서 제어할 수 있다. 통신 수신 완충부에 저장되는 데이터량이 완충부의 용량에 도달하면 소프트웨어는 호스트에 XOFF를 보낸다(XOFF 문자는 ASCII DC3으로 Ctrl-S와 같다). XOFF를 수신하면 호스트는 데이터의 전송을 일시 중단하고 PC가 통신 완충부에 있는 데이터를 처리하도록 해 준다. 완충부가 지정된 저레벨까지 비워지면 PC 소프트웨어는 XON 문자를 호스트에 보낸다. 이 문자는 ASCII DC 1(Ctrl-Q)로서 데이터 전송을 재개하도록 호스트에 신호를 보낸다. 이 과정은 데이터 파일의 전송 동안에 사용자 모르게 수없이 반복된다."
"X 윈도 단말, -端末, X window terminal",,"X 윈도 시스템의 서버 기능이 실현되고 있는 그래픽 단말기. 각 단말의 클라이언트(호스트)를 정해 두면, 단말에 전원을 넣은 직후에 클라이언트에서 자동적으로 필요한 소프트웨어(X 서버 등)가 망을 통하여 내려받을 수 있게 되어 있다. X 서버를 읽기용 기억 장치(ROM)로 탑재한 기종도 있다. 단말기이므로 독립적으로 쓸 수 없지만 소형으로 가격이 저렴하고, 보통 냉각 팬(cooling fan)이 없으므로 조용하며 사용자 측에서는 소프트웨어를 보수할 필요가 없는 이점이 있다."
"X 윈도 시스템, X window system",,"유닉스용 분산 처리형 다중 윈도 표시 소프트웨어. 유닉스에서는 사실상의 표준 윈도 시스템이다. 미국 MIT가 개발하여 1986년 처음으로 공용 소프트웨어(PDS)로 X10R4(X window system version 10 release 4)를 배포하기 시작하였으며 X11R5, X11R6.3 등을 개발하고 있다. 1993년부터는 X 컨소시엄에서 표준 규격을 정하고 소프트웨어를 개발, 배포하였으며, 1997년부터 유닉스 관련 표준화 단체인 오픈 그룹(open group)에서 인수하여 개발하고 있다. 클라이언트/서버 형태로 동작하며 X 클라이언트가 윈도나 그 내용의 표시를 의뢰하면 X 서버가 실제의 표시 기능을 맡아 분산형 처리를 한다. X 클라이언트와 X 서버는 망으로 연결된 다른 컴퓨터상에 있어도 된다. X11R5에서는 한국어 등 복수 바이트로 표시되는 문자를 다룰 수 있는 국제화 기능 등을 강화하고 있다."
"X 인터넷, Executable-Internet, X-Internet",,"응용 서비스의 수행이 가능한 차세대 인터넷 환경. 클라이언트/서버(CS) 방식의 단점을 개선하여 빠른 속도와 화려한 사용자 인터페이스(UI)를 제공한다. IT 시장 조사 기관인 포레스터 리서치(Forrester Research)사는 2000년 PC의 각종 기능과의 상호작용으로, 웹을 통해 사용자 중심의 지능적 애플리케이션을 서비스할 수 있는 X인터넷을 발표했다. 단순한 브라우저 기능뿐인 기존의 웹 페이지 방식은 UI가 하이퍼텍스트 마크업 언어(HTML)로 제한되어 있어 기능성이 현저하게 부족하고, 각종 업무 서버에 걸리는 부하 문제나 보안 문제 등의 한계를 지니고 있다. 반면에, X인터넷은 사용자에게 플래시와 같은 수행이 가능한 애플리케이션을 제공하여 일반 프로그램처럼 상세하고 동적인 화면을 제공한다."
"X 컨소시엄, X Consortium",,"X 윈도 시스템의 개량이나 확장을 위한 제조업체와 소프트웨어 하우스의 집합. 1988년 결성되었으며 사무국은 X 윈도 시스템의 개발처인 MIT에 있으며, DEC, IBM, HP, 선 마이크로시스템즈 등 주요 컴퓨터 제조업체들이 가입하고 있다."
"X 프로토콜, X Protocol",,X 윈도 시스템에서 클라이언트와 서버 사이에 요구나 사상(event)을 주고받을 때의 통신 규약. 서로 다른 기종상의 클라이언트가 서버에 망을 통하여 요구를 보내면 그 응답은 이 프로토콜 중에서 선택된다.
