SNS(Social Network Service)의 특성이여행상품 구매의사에 미치는 영향 = A study on the effect of SNS characteristics on the purchase intentions of tour program,"박정숙,윤진영,이진영",한국호텔관광학회,호텔관광연구(Journal of Hospitality and Tourism Studies),"Vol.15No.2[2013]
",2013,Korean,"Social Network Service : SNS,Tour Program,Purchase Intention,소셜네트워크서비스,여행상품,구매의사",,KCI등재,"학술저널
",,438-449,8.0,,, DBpia,,,"Recently there are intention of SNS and its use as increasing SNS users due to the advent of Web 2.0 and the launch of Smart Phone. This study is tested the characteristics of SNS have affects on the purchase intentions of tour program when  customers search its information targeting ones with experience searched tour information by SNS. Survey is carried out for 11days - from 20th May to 31st May, 2013 - targeting customers having searched tour program by SNS. Total 298 samples(93%) are used for the empirical research. The results of this study are blows. All  4 factors of  SNS's characteristics identified. The results of this study tells SNS's characteristics is very important effectively as communication and marketing tool in the tour company. Furthermore it will be useful guideline as well as practical implications.",
대학생의 웹사이트를 통한 여행정보 탐색에 관한 연구 = A Study on the Travel Information Search through the Internet website of college Students,"배기형(Bae Ki-hyung),문혜영(Moon Hye Young)",한국관광레저학회,관광레저연구,"Vol.24No.3[2012]
",2012,Korean,"인터넷(Internet),여행정보 웹사이트(Travel Information Website),구매의도(Purchase Intention)",326.39,KCI등재,"학술저널
",http://www.kastle.kr,247-262,12.0,,, DBpia,,,"Examining college students' travel website usages via smart-phone, the relationship between the users' characteristics and the types of travel web sites, and website attributes and the intention to purchase, this study identified travel information search activities via smart phone which would be the primary information channel for future travelers. The results of the study are as follows. First, Personal blog and SNS are the most frequently used travel information website, followed by Portal sites. Secondly, ""convenience of website use"" and ""information shared between website visitors are most frequently evaluated in personal blog and SNS, while ""accessibility"" and ""information"" was highly evaluated in portal sites. Thirdly, among the attributes of travel websites, the more website visitors interact with the information providers of website, share information with the other users, and use the website conveniently, they would be more likely to purchase travel products.","Abstract
Ⅰ. 서론
Ⅱ. 이론적 배경
Ⅲ. 연구 설계
Ⅳ. 실증분석
Ⅴ. 결론 및 시사점
참고문헌"
호텔이용고객의 검색매체에 따른 온라인 정보채널의 신뢰도와 만족도에 관한 연구 = A Study on the Reliability and Satisfaction of Online Information Channel by the Search Media of Hotel Customers,박경호,관광경영학회,관광경영연구(Journal of Tourism Management Research),"Vol.93No.-[2019]
",2019,Korean,Hotel's Customer. Search Media. Online Information. Reliability. Satisfaction.,,KCI등재,"학술저널
",http://www.tmro.or.kr/ ,299-319,0.0,,," KCI, &nbsp;&nbsp; eArticle, &nbsp;&nbsp; KISS",,,"The purpose of this study is to present effective online marketing measures to attract customers by analyzing the difference in reliability and satisfaction of online information channels according to search media. To achieve the goal, a survey was conducted on hotel customers. The results of the analysis of 306 questionnaires are as follows. It was analyzed that the reliability of each online information channel varies from one search medium to the other in three out of 13 categories. According to the search media, hotel users showed a difference in satisfaction level by online information channel in eight out of 13 categories. According to search media, IPA analysis of reliability and satisfaction of each online information channel showed a difference in one item. Based on the analysis results, effective online marketing measures for attracting customers from hotel companies are presented as follows. First, we should focus our marketing efforts on Smart phone areas rather than PCs. Second, information on official sites should be strengthened rather than marketing using SNS. Third, we need to reinforce the contents of the hotel's homepage. Fourth, we need to strengthen video contents. Fifth, Internet blog marketing is suitable for PC users rather than smart phone users. Sixth, marketing via Twitter, which is on the decline of specifications, should be sorted out.",
꽃 박람회 서비스 선택속성이 만족과 재방문에 미치는 영향,"임연우,박오성",관광경영학회,관광경영연구(Journal of Tourism Management Research),"Vol.67No.-[2015]
",2015,Korean," Flower Exhibition, Selective Attribution, Satisfaction, Re-visits.",,KCI등재,"학술저널
",http://www.tmro.or.kr/ ,47-62,10.0,,," KCI, &nbsp;&nbsp; eArticle, &nbsp;&nbsp; KISS",,,"Under the background of the potential resource utilization, interests and promote regional of flowers, This study investigated The Influence of Selective Attribution of the Flower Exhibition on Satisfaction and re-visits. This survey was conducted by the mobile smart phone to people who have took part in the Flower Exhibition experiences and 350 respondents answered. 331 copies of questionnaire among them were effective for analysis. The collected data was analyzed using SPSS and AMOS. As the results of analysis, the following findings are discovered: first, Selective Attribution of Flower Exhibition(awareness, specialty, commerciality) has an influence on Satisfaction and Selective Attribution of Flower Exhibition(convenience, physical evidence) has not an influence on Satisfaction; second, Satisfaction of Flower Exhibition has an influence on Re-visits. The study proposes the following: first, The marketing activities to increase awareness fair is necessary; second, This configuration requires a variety of products: third, This expertise should be required.
","ABSTRACT
 Ⅰ. 서론
 Ⅱ. 이론적 배경
  1. 꽃 박람회
  2. 박람회 서비스 선택속성
  3. 관람객 만족과 재방문
 Ⅲ. 조사설계
  1. 연구모형 및 가설
  2. 설문지 구성
  3. 표본선정 및 분석방법
 Ⅳ. 연구결과
  1. 응답자 특성과 이용성향
  2. 탐색적 요인분석과 내적일관성 평가
  3. 확인적 요인분석
  4. 가설검증
 Ⅴ. 결론
 참고문헌"
"특급호텔 e-서비스품질이 감정적 반응, 만족 및 행동의도에 미치는 영향 연구- e-commerce 마켓 이용자를 중심으로 - = A Study on the Influence of e-service Quality of Deluxe Hotels on Emotional Response, Satisfaction and Behavior Intention - Focusing on the e-commerce -","김선희 ( Sun Hee Kim ),박지연 ( Ji Yeon Park ),김은혜 ( Eun Hae Kim )",관광경영학회,관광경영연구(Journal of Tourism Management Research),"Vol.62No.-[2014]
",2014,Korean,"e-service quality,e-commerce,emotional response,customer satisfaction behavior intention",,KCI등재,"학술저널
",http://www.tmro.or.kr/ ,107-124,7.0,,," eArticle, &nbsp;&nbsp; KISS",,,"This study intended to investigate and reveal what influential relationship do the consumers who experience product and service of hotel directly and indirectly online have after their experience, and how product and service of hotel affect consumers’ behavior intention concretely and directly in the future. Total 200 sheets of samples collected targeting customers of super deluxe hotels and e-commerce users through smart phone and online were used for actual proof analysis, and this study looked into the influential relationship amongst variables through multiple regression analysis as reliability and validity of measuring variables were secured. As a result of study, variables have a significant influential relationship each other, which implies that deluxe hotels need to consider many things for interaction with customers in implementing e-commerce.",
"특급호텔 e-서비스품질이 감정적 반응, 만족 및 행동의도에 미치는 영향 연구 - e-commerce 마켓 이용자를 중심으로 - = A Study on the Influence of e-service Quality of Deluxe Hotels on Emotional Response, Satisfaction and Behavior Intention - Focusing on the e-commerce -","김선희,김은혜,박지연",관광경영학회,관광경영연구(Journal of Tourism Management Research),"Vol.61No.-[2014]
",2014,Korean,"e-service quality,e-commerce,emotional response,customer satisfaction behavior intention",,KCI등재,"학술저널
",http://www.tmro.or.kr/ ,107-124,7.0,,, KCI,,,"This study intended to investigate and reveal what influential relationship do the consumers who experience product and service of hotel directly and indirectly online have after their experience, and how product and service of hotel affect consumers’ behavior intention concretely and directly in the future. Total 200 sheets of samples collected targeting customers of super deluxe hotels and e-commerce users through smart phone and online were used for actual proof analysis, and this study looked into the influential relationship amongst variables through multiple regression analysis as reliability and validity of measuring variables were secured. As a result of study, variables have a significant influential relationship each other, which implies that deluxe hotels need to consider many things for interaction with customers in implementing e-commerce.",
"전시주최자 SNS의 커뮤니케이션 효과가 브랜드이미지 및 만족도에 미치는 영향 연구 = A Study on the Impact of SNS Attributions on Communication effects, Brand Image and Satisfaction in Exhibition","황희곤,정희정",한국마이스관광학회,MICE관광연구(JOURNAL OF MICE & TOURISM RESEARCH),"Vol.11No.3[2011]
",2011,Korean,"SNS,Exhibition,Brand Image,Communication effects,SNS,Exhibition,Brand Image,Communication effects",,KCI등재후보,"학술저널
",http://www.iconvention.or.kr,143-162,7.0,,, KCI,,,"Recent surge in smart phone users with the information center, the exhibition now moves to the mobile and smart phones are accelerating the combination of exhibition. Existing standardized advertising and promotional techniques to exhibitors and visitors were delivered unilaterally in the marketing message, SNS is based on communication with exhibitors and visitors from all over who wish to pursue movements. The exhibition visitors as much information from the SNS communication effectiveness by providing a cognitive attitude, that is, a lot of visitor information that provides a compelling exhibition SNS, and reliable, the information you thought to gain the benefits. The exhibit attitude that the cognitive impact of the brand image, satisfaction is influenced. Finally, communication effectiveness to increase exhibition SNS users visitors' satisfaction and continued use for inducing an alternative has proposed, and SNS utilizing marketing, customer communications and promotional channel.",
"서비스스케이프, SST 서비스편의성, 긍정적 감정, 브랜드애호도 간의 구조적 관계 -프랜차이즈 패스트푸드 레스토랑을 중심으로- = The Structural Relationships among Servicescape, SST Service Convenience, Positive Emotion and Brand Loyalty: Focused on The Franchise Fast Food Restaurants","김재현,이형룡",한국관광학회,관광학연구,"Vol.43No.6[2019]
",2019,Korean,"서비스스케이프,셀프서비스 기술,서비스 편의성,긍정적 감정,브랜드 애호도,Servicescape,Self-service technology,Service convenience,Positive emotion,Brand loyalty",,KCI우수등재,"학술저널
",http://www.tosok.org/,97-116,6.0,,, KISS,,"본 연구는 국내 프랜차이즈 패스트푸드 레스토랑 고객을 대상으로 서비스스케이프, SST 서비스편의성, 긍정적 감정, 브랜드애호도 간의 구조적 관계를 알아보기 위해서 진행하였다. 이를 위해 최근 3개월 이내 프랜차이즈 패스트푸드 레스토랑에서 무인주문기를 사용한 고객을 모집단으로 설정하였다. 설문조사는 2018년 10월 1일부터 10월 31일까지 실시하였고, 온라인 및 오프라인 설문을 통해 337부를 배포하여 326부를 실증분석에 활용하였다. 연구 분석은 SPSS 24.0과 SMART PLS 3.0을 사용하여 빈도분석, 확인적 요인분석, 가설의 인과관계를 검증하기 위해 구조방정식을 실시하였다. 분석결과에 따르면 서비스스케이프와, SST 서비스편의성은 긍정적 감정과의 관계에서 정(+)의 유의한 영향관계가 있음을 확인하였고, 긍정적 감정과 브랜드애호도와의 관계에도 정(+)의 유의한 영향관계가 있음을 확인하였다. 마지막으로 SST 서비스편의성과 브랜드 애호도관의 관계에서도 정(+)의 유의한 영향관계가 있음을 확인할 수 있었다. 본 연구를 통해 패스트푸드 레스토랑의 효율적인 경영 전략 및 실무적 시사점을 제시하고자 한다.","This study was conducted to investigate the structural relationship among servicescape, SST service convenience, positive emotion, and brand loyalty for Korean franchise fast food restaurant customers. To this end, we set up a population group that used unmanned ordering machines in a franchise fast food restaurant for three months. The survey was conducted from October 1, 2018 to October 31, 2018, and 97 online and 250 offline copies were collected. A total of 326 copies were used for the analysis, excluding 10 offline and 11 online due to inappropriate responses. For the analysis, we used SPSS 24.0 and SMART PLS 3.0. The structural equation was tested to examine the causal relationships between frequency analysis, confirmatory factor analysis, and the hypotheses. According to the results of the analysis, it was confirmed that servicescape and SST service convenience had a significant positive correlation. Positive emotions and brand loyalty also showed positive correlation. Lastly, it was confirmed that there was a positive significant relationship between SST service convenience and brand loyalty. This study suggests efficient management strategies and practical implications for fast food restaurants.",
드라마촬영지의 관광지로서의 인기도는 얼마나 지속하는가?: 빅데이터 분석을 중심으로 = How Long Does Destination Popularity of TV Drama Locations Sustain?- Analysis of Social Big Data,"윤영일,오익근",관광경영학회,관광경영연구(Journal of Tourism Management Research),"Vol.81No.-[2018]
",2018,Korean,Drama Location. Popularity. Sustainability. Social Big Data. Attractive Attribute. Textmining,,KCI등재,"학술저널
",http://www.tmro.or.kr/ ,161-185,3.0,,," KCI, &nbsp;&nbsp; eArticle, &nbsp;&nbsp; KISS",,,"As a result of ICT rapid development, usage of smart phone and social media has been quickly diffused, and thereof nation-wide interest in big data relating to tourism has been soaring. In particular, tourism scholars began to pay attention to big data analysis and its applications to the tourism industry. Big data is regarded as unbeatable resource in creating new value for every system of society. It analyzes current situations using a huge amount of information and predicts future trend based on the result. In the same context, social big data analysis could be utilized to understand tourist behaviors and to make drama location destinations popular. The purpose of this study is to investigate how long the popularity of  drama location destinations lasts. The data was collected from 2009 to 2015. A total of 29,085 tex data were analyzed. The procedure went through collecting text data, extracting key words, examining the rate of change of the tourists and anatomizing their relationships. The results of this study, destination popularity of TV drama locations was maintained until three months after drama end and, since then, popularity has been lowered. Among the tourist destination attractive attribution, the patterns of destination unique attractive and accessibility and of tourist reduction changed similarly.",
일과 삶의 갈등이 주관적 행복감에 미치는 영향에 관한 연구: 연결되지 않을 권리를 중심으로 = Effect of Conflict between Work and Life on Subjective Well-being: Focused on the Right to Disconnect,여영숙,한국해양관광학회,해양관광학연구,"Vol.13No.2[2020]
",2020,Korean,"Conflict between Work and Life,Subjective Well-being,Right to Disconnect,Being On-Call After Work Hours,일과 삶의 갈등,주관적 행복감,연결되지 않을 권리,상시적 연결상태",,KCI등재후보,"학술저널
",,143-164,0.0,,," KCI, &nbsp;&nbsp; 스콜라",,,-,
