"가간섭성 시간, 可干涉性時間, coherence time",,"전파되는 광선이 가간섭성을 가지고 있는 시간. 가간섭성 시간은 가간섭성 길이를 매질 중의 빛의 위상 속도(PV:phase velocity)로 나눈 값, 즉 λ02/cΔλ와 대략 일치한다. 여기에서 λ0는 중심 파장, Δλ는 스펙트럼선 폭, c는 진공 중에서의 빛의 속도이다."
"가간섭성 이동 목표물 표시, 可干涉性移動目標物標示, coherent Moving Target Indicator, coherent MTI",동의어 : 코히런트 MTI,레이더에서 가간섭성 발진기(coherent oscillator)를 사용하여 이동 목표물을 표시하는 장치.가간섭성 발진기(coherent oscillator)를 사용하여 일정하게 유지되고 있는 기준 국부 발진 주파수와 반사 신호의 도플러 주파수(도플러 효과에 의한 진동수로서 Hz로 표시한다)를 비교함으로써 이동 목표물을 표시한다.
"가간섭성 파, 可干涉性波, coherent wave",동의어 : 코히런트 웨이브,"파장이 일정하여 위상이 연속적인 파. 이와 반대로 파장이 일정하지 않고 위상도 연속적이지 않은 파를 비간섭성 파(incoherent wave)라고 한다. 가간섭성 파를 시간축상에서 관찰하면 주파수가 일정한(따라서 파장이 일정한) 연속적인 정현파가 되는 데 비해 비간섭성 파는 위상이나 진폭이 불연속적인 파가 된다. 또한 가간섭성 파를 파장축상에서 관찰하면 1개 선의 스펙트럼이 되는 데 비해 비간섭성 파는 폭이 있는 스펙트럼이 된다. 가간섭성 파를 사용하면 AM, FM, PM 등 고도의 변조 방식이 이용될 수 있으므로 통신에 이용하는 전파는 모두 가간섭성 파이다. 그러나 일반 광은 그렇지 않기 때문에 광통신 시스템의 광원으로 사용하는 레이저에서는 가간섭성 발진기(coherent oscillator)를 사용하여 가간섭성 파를 생성한다."
"가간섭성 펄스 동작, 可干涉性-動作, coherent pulse operation",,하나의 펄스에서 다음 펄스까지 위상 관계를 일정하게 유지하는 펄스 동작 방법.
"가격 견적 요청서, 價格見積要請書, Request for Price Quotation, RPQ",,"하드웨어, 소프트웨어, 서비스 등에 관한 가격을 제시하도록 요구하는 문서. 가격 견적을 얻기 위해 소비자가 작성하여 제조업체에 보낸다."
"가격 대 성능비, 價格對性能比, cost performance",,"어떤 시스템이나 하드웨어에 대해 그것의 가격과 성능을 대비하여 평가한 것. 즉 어떤 시스템의 성능을 평가한 지수를 그것의 가격으로 나눈 것으로, 이것이 높을수록 성능이 좋고 값이 싼 시스템이 된다."
"가격 상한 규제, 價格上限規制, price cap regulation",,"규제 기관에서 물가 상승률을 감안하여 서비스 요금 인상률의 상한선을 정해 놓고 그 범위 내에서 사업자가 자유로이 결정할 수 있게 하는 공공 서비스 요금 결정 방식. 가격 상한 규제하에서 서비스 제공자는 신기술의 도입에 의한 인원 감축이나 경영 합리화를 통한 비용 절감 등 이익을 증대시키기 위한 노력이 가속된다. 이에 반해 이익 상한 규제(profit cap regulation)는 서비스의 독점권을 부여하는 대신 이익률 상한선을 정해 놓고 그 상한선을 초과만큼 요금을 인하하도록 하는 방식으로, 최대의 이익을 내려는 노력이 미흡한 단점이 있다. 가격 상한 규제는 주로 미국의 지역 전화 사업자인 LEC(local exchange carrier)를 비롯한 독점적, 비경쟁적 통신 서비스 사업자에게 적용되고 있다."
"가격 표시 시스템, 價格標示-, Price Digital Display System, PDDS",,진열대의 상품 단가를 액정 패널로 표시하는 시스템. 온라인으로 판매 시점 관리(POS)와 연동하여 최신의 단가가 수시로 개정되어 표시되므로 진열대의 정리나 레이블의 재교체 작업이 불필요하다.
"가공 폐쇄 시스템, 架空閉鎖-, aerial closure system",,케이블 접속관의 한 가지. 공기 주입을 하지 않는 가공 구간 케이블의 접속점 특성 유지를 위하여 접속관 하단부 양쪽에 망사 처리된 통풍 구멍을 만들어 접속관 내의 수분 및 습기를 자연 건조시킴으로써 접속관 내로 스며든 습기 및 수분과 자외선의 영향으로 관 내로 유입된 습기의 응축 현상 등을 해결한다. 이 접속관은 간편한 조립 방식으로 되어 있어 가공 작업이 용이하다.
"가능해, 可能解, feasible solution",,"최적화(最適化) 문제에서 변수를 x1, x2, x3, …, xn이라 하고, 각 변수값으로 이루어지는 조(組)(x1＝ξ1, x2＝ξ2, …, xn＝ξn)가 대상으로 하고 있는 시스템의 제약 조건을 모두 만족하는 것."
"가동률, 稼動率, operating ratio",,"기기, 장치 또는 시스템이 어느 정도로 유효하게 이용되고 있는지를 나타내는 단위. 이용 가능한 시간과 시스템의 스위치가 넣어진 총시간에서 중단된 시간을 제외한 총이용 시간과의 비로 나타낸다. 1주일에 168시간 동안 이용 가능한데, 만일 12시간의 보수 시간이 필요하고, 4.8시간의 예상하지 않는 고장이 발생했다면 실제의 가동률은 (168-16.8)/168로서 90%가 된다."
"가동 시간, 稼動時間, uptime",,컴퓨터 시스템 또는 컴퓨터 시스템에 연결되어 있는 하드웨어 장치가 가동하여 사용할 수 있는 상태에 있는 시간의 양 또는 시간의 비율. 가동 시간의 반대어는 고장 시간(downtime)이다.
"가동 자석형 픽업, 可動磁石型-, Moving Magnet Type Pickup, MM type pickup",,"코일 속에 영구자석을 넣고 그 반대 쪽에 바늘을 부착한 레코드 픽업. 속도 비례형의 발전 기구를 가진 카트리지에 의해 레코드의 속도, 진폭에 비례한 출력 전압이 발생한다. 스테레오용과 모노럴용이 있다. 외팔보(cantilever:진동을 전달하는 것)의 끝에는 바늘, 다른 쪽 끝에는 조그마한 자석이 부착되어 있어서 바늘 끝의 움직임에 따라 자석이 진동하여 코일을 통하는 자속을 변화시켜 기전력을 얻는다. 이러한 형태의 픽업은 코일의 권선수를 크게 해서 출력 전압을 크게 할 수 있고, 바늘의 교환이 용이하다. MM형 픽업이라고도 한다."
"가동 코일형 픽업, 可動-型-, Moving Coil Type Pickup, MC type pickup",,"자석 양극 사이에 있는 코일이 바늘에 연동되어 움직여 전압이 발생되는 레코드 픽업. 속도 비례형의 발전 기구를 가진 카트리지에 의해서 레코드의 속도, 진폭에 비례한 출력 전압이 발생한다. 스테레오용과 모노럴용이 있다. 그림은 스테레오용의 일례로 강력한 자계 내에 2조의 코일을 설치하고 외팔보(cantilever: 재질은 알루미늄 합금 또는 티타늄 등으로 탄력이 있어야 함)를 거쳐 바늘 끝에 연결되어 있다. 주파수 특성이 좋아서 고급 기기에 사용되나 출력 전압이 약 0.1mV 정도로 너무 작아 헤드 앰프나 승압 트랜스(보통 20~32dB의 승압비를 가진 것)를 별도로 부착해야 하며, 바늘 교환도 곤란하고 험(hum) 잡음이 들어오기 쉬운 결점이 있다. MC형 픽업이라고 한다."
"가동 헤드 디스크, 可動-, Moving Head Disk, MHD",,디스크에 기록된 자료들을 읽어 내거나 새로운 자료를 디스크에 저장시킬 때 판독/기록 헤드가 디스크 표면을 이동하면서 읽거나 저장시킬 위치를 찾을 수 있게 만든 디스크 장치.
"가라오케 콤팩트 디스크, Compact Disk-Karaoke, CD-karaoke",,엠펙-1(MPEG-1) 표준의 동영상 압축 기술을 채용하여 디지털 동영상을 기록한 가라오케 영업용 CD. 동화 가라오케 CD라고도 한다. 이 규격을 바탕으로 가정용 상품으로 개발한 것이 영상 콤팩트 디스크(CD-video)이다.
"가로 간섭법, -干涉法, transverse interferometry",,광섬유의 굴절률 분포를 측정하는 방식의 하나. 광섬유를 간섭계에 놓고 광섬유 축에 직각으로 빛을 비추어 간섭 무늬를 해석함으로써 굴절률 분포를 측정한다. 이 방식의 측정에는 보통 컴퓨터를 이용한 해석이 필요하다.
"가로 산란법, -散亂法, transverse scattering",,"광섬유 또는 미리 형성되는 굴절률 분포를 측정하는 방법. 광섬유 또는 형성되는 굴절률 분포를 가간섭성 광으로 축에 수직 방향으로부터 조사(照射)하여, 원시야(遠視野) 패턴을 조사(調査)하는 것으로 행해진다. 산란광의 패턴에서 굴절률 분포를 구하기 위해 컴퓨터를 이용한다."
"가로세로비, -比, aspect ratio",,"[컴] 컴퓨터 그래픽에서 가로 폭과 세로 폭의 비. 대개 컴퓨터의 모니터 화면은 정사각형이 되지 않으므로 그림을 그릴 때 이 비율을 조정하여 비례가 맞도록 해야 한다.[방]텔레비전 화면의 가로 길이와 세로 길이의 비. 일반 텔레비전의 경우는 4:3이고, 고선명 텔레비전(HDTV)의 경우는 16:9이다."
"가로세로비 변환 기능, -比變換機能, Aspect Ratio Conversion Function, ARCF",,"화면의 가로 길이와 세로 길이의 비율을 변환하는 기능. 일반 TV 방송의 가로세로비는 4:3이나 고선명 텔레비전(HDTV)은 16:9이다. 현행 TV 방송을 HDTV 수상기로 재생할 때, 표시 방법에는, ①정규 모드: 화면의 좌우 부분을 사용하지 않고 4:3 그대로, ②줌(zoom) 모드: 가로 방향을 단순히 확대해서 표시, ③파노라마(panorama) 모드: 장면에 따라 가로 방향을 이동, ④시네마(cinema) 모드: 상하를 제거해서 확대 표시 등이 있다."
"가로 어긋남 손실, -損失, lateral offset loss",,"광원과 광도파로 사이, 광도파로와 광도파로 사이, 광도파로와 광검출기 사이가 최적 배치로부터 측면으로 어긋나기 때문에 생기는 전력 손실."
"가로 전파 정수, -傳播定數, transverse propagation constant",,도파로의 축에 대하여 수직 방향에서의 전파 정수. 주어진 모드의 가로 전파 정수는 가로 방향의 좌표로 변화하는 일이 있다.
"가로 패리티 검사, -檢査, transverse parity check",,"2진 숫자의 집합이 행렬의 형으로 되어 있을 때, 2진 숫자의 열에 대해서 행하는 패리티 검사(홀수/짝수). 테이프에서 가로의 비트 배열에 대한 패리티 검사 따위가 있다."
"가로형 광변조기, -型光變調器, transverse-type optical modulator",,전기 광학 변조기 중에서 인가 전계 방향이 빛의 진행 방향에 대하여 수직인 광변조기. 이것에 대하여 빛의 진행 방향과 인가 전계 방향이 평행한 광변조기를 세로형 광변조기라 한다.
"가로형 안테나 배열, -形-配列, broadside antenna array",,안테나 최대 방사 방향이 어레이(array)의 배열면에 대하여 직각 방향으로 되는 1차원 또는 2차원의 안테나 배열.
"가법 3원색, 加法三原色, additive primaries",,"가법 혼색에 사용하는 기본색. 빛의 3원색으로 빨강, 초록, 파랑의 3가지 색을 말한다. 이 3가지 색광을 각각 적당한 양으로 화면에 비추면 임의의 다른 색을 만들어 낼 수 있다. 이 3가지 색은 자연계에 존재하는 대부분의 색에 대한 원색의 역할을 한다."
"가법 혼색, 加法混色, additive mixture of color stimuli",,"2종류 이상의 색광을 혼합하여 별개의 색감을 발생시키는 것. 가법 혼색에 사용하는 기본색은 보통 빨강, 초록, 파랑이다. 또 감법 혼색은 백색광에서 어떤 색의 광을 흡수하여 별개의 색을 발생시키는 방법이다. 컬러 텔레비전에서는 가법 혼색을 사용하고 있다."
"가벼운 고장, -故障, soft-fail",,"시스템에 고장이 발생하여도 어느 정도는 계속하여 작동되도록 하는 기법. 예를 들어, 휘발성 메모리에서 정보 손실과 같은 일반적인 고장을 말하며, 대부분의 데이터베이스 시스템은 수초 또는 수분 내에 시스템 재가동으로 가벼운 고장으로부터 복구가 가능한 기능을 가지고 있다."
"가변 가상 회선, 可變假想回線, Switched Virtual Circuit, SVC",,"패킷 통신망에서 프레임 릴레이나 ATM 교환기를 통해 노드와 노드 사이에 임의로 설정된 논리적 회선. 호출 절차, 데이터 전송 단계, 회선 단절의 절차 등이 있다. 일단 신호 절차에 의해 경로가 설정되면 두 노드간은 직접 물리적으로 연결된 것과 같은 서비스를 제공한다. 처음 호출 확립이 이루어짐으로써 회선상의 각 교환 접속점에는 해당 회선에 대한 정보 테이블이 만들어지고, 그 다음부터 각 패킷에 표시되는 회선 번호에 따라서 이미 확립된 테이블을 참조하여 정해진 경로를 따라 데이터가 목적지까지 전달된다. 데이터의 교신이 완료되면 회선이 단절되고 그 결과 해당 회선에 대한 정보 테이블은 삭제된다."
"가변 결합자, 可變結合子, variable connector",,"흐름도에 사용되는 기호의 하나로, 어떤 처리에서 복수 개의 결과가 예상되어 그 결과에 따라 다음 처리가 결정되는 것."
"가변 경로 지정, 可變經路指定, variable routing",,"트래픽의 변동, 망의 사용 상태 또는 장애 상황 등에 따라서 경로 선택법을 변화시킴으로써 통신망의 탄력적 운용을 가능하게 하는 방법. 한편, 통신망을 흐르는 트래픽을 소통시키기 위한 경로 선택법을 미리 고정적으로 정해 두는 방법은 고정 경로 지정이라 한다. 가변 경로 지정은 패킷 교환에서는 적응형 경로 지정이라 한다."
"가변 구조 컴퓨터, 可變構造-, variable structure computer",,범용 컴퓨터와 특수 목적 컴퓨터를 결합해 두 컴퓨터를 병렬적으로 작동시킴으로써 컴퓨터를 효율적으로 사용하기 위한 시스템.
"가변 글자체, 可變-體, scalable font",,"일그러짐 없이 확대 혹은 축소가 가능한 글자체 방식. 각 문자의 윤곽은 수학 공식으로 저장되는데, 이것을 윤곽 글자체(outline font)라 부르고 문자의 크기와 상관없이 동일하다. 따라서 글자체의 모든 변형을 나타내기 위해 대량의 문자를 저장할 필요를 없애준다. 한번 문자 크기가 선택되면 문자 윤곽이 문자별로 비트맵(bitmap)에 저장되고, 글자체의 모든 문자에는 동일 비트맵이 사용된다. 동일 문자는 여러 가지 크기로 변형되는데, 윤곽 글자체는 비트맵의 수학 공식이 미리 정해져 있어서 어떤 정수를 곱해서 문자의 크기를 확대 혹은 축소해도 문자의 모양은 동일하다."
"가변 길이, 可變-, variable length",,특정한 기억 장소 또는 자료 요소 내에 수용될 수 있는 문자의 수. 이것은 변할 수 있으므로 각각의 연속적인 블록들도 서로 다른 다양한 수의 단어들을 가질 수 있으나 단어 밀도는 보통 일정하다.
"가변 길이 단어, 可變-單語, variable length word",,"문자 수가 고정되어 있지 않고 프로그램 작성자에 따라서 가변적인 컴퓨터 단어. 즉 저장 위치, 레지스터, 병렬 논리 회로는 문자나 숫자 1개를 처리할 때와 같이 배열되지만, 저장 장치 안에서 각 문자는 주소 지정이 가능하고 단어로 간주될 수 있다."
"가변 길이 데이터, 可變-, variable length data",,데이터의 저장을 위한 기억 장소의 크기가 시간에 따라 변할 수 있기 때문에 그 크기가 임의로 달라지는 데이터. 가변 길이 배열 등이 이에 속한다. 이러한 데이터 형태는 사용자에게 융통성을 제공하지만 기억 장소 관리의 어려움 때문에 비효율적이다.
"가변 길이 레코드, 可變-, variable length record",,"단어, 문자, 비트, 필드 등의 개수가 가변적인 레코드. 레코드는 파일을 구성하는 기본 요소로, 레코드에 저장되는 데이터의 길이가 고정되어 있지 않고, 데이터의 길이에 맞게 레코드 길이가 변한다. 가변 길이 레코드는 맨 앞쪽에 레코드 길이에 대한 정보를 가지고 있다. 레코드 길이에 틈이 있어도 입력할 수 있으며, 파일 크기를 작게 할 수도 있다. 다만, 구조가 복잡하게 되어 레코드마다 길이를 계산해야 하므로 처리 속도는 느려진다."
"가변 길이 명령어, 可變-命令語, variable length instruction",,"응용에 꼭 필요한 만큼의 기억 장소를 사용하여 기억 장소 효율을 높이고 기계는 응용에 적합한 필드만을 해독하여 속도를 증가시키는 방법의 명령어 형식. 반단어(2바이트), 2개의 반단어(4바이트) 또는 3개의 반단어(6바이트) 등이 쓰인다."
"가변 길이 부호화, 可變-符號化, Variable Length Coding, VLC",,"정보의 통계적인 확률 등을 이용하여 기호(symbol)의 빈도가 높으면 짧은 부호를 할당하고, 빈도가 낮으면 긴 부호를 할당하여 평균 부호 길이가 최소가 되도록 하는 부호화 방식. 섀넌-파노의 부호, 허프만 부호 등이 있다."
"가변 길이 필드, 可變-, variable length field",,각 레코드에 포함되는 문자 수가 가변적인 데이터 형식. 정보는 필드라고 부르는 가변 길이 메모리에 저장된다. 필드란 그 내용이 하나의 단위로 취급되는 연속된 기억 장소의 집합이다. 필드 내의 각 위치에는 8개의 2진 숫자 혹은 1개의 영숫자가 저장된다. 필드의 길이가 가변이므로(메모리의 한 위치에서 가상적으로 최대 한도의 크기까지) 가변 길이의 정보 단위를 기억 용량의 낭비 없이 저장할 수 있다.
"가변 논리, 可變論理, variable logic",,게이트 소자의 여러 가지 전자적 상호 연결을 조절하는 프로그램에 의해 변경할 수 있는 내부 논리 설계.
"가변 단어 길이, 可變單語-, variable word length",,기억 장치의 기본 단어 길이가 가변인 형식.
"가변 대역폭 중간 주파수 변성기, 可變帶域幅中間周波數變成器, variable bandwidth Intermediate Frequency Transformer, variable bandwidth IFT",,"협대역과 광대역 양쪽의 특성을 제3의 결합 코일에 의해 얻도록 만들어진 중간 주파 변성기(IFT). 보통의 것은 중간 주파수 대역 특성이 고정되어 있으나 이 방식은 1차, 2차 코일 간의 결합 계수를 변동함에 따라서 대역 특성이 변하도록 되어 있다. 이때 연속적으로 변화할 수 있는 것과 제3의 코일 사용에 따라 협대역과 광대역으로 전환할 수 있는 것이 있다. 이와 같은 기능은 수신 목적에 따라서 대역폭을 바꿀 수 있는 것이다."
"가변 데이터 영역, 可變-領域, variable data area",,"전자 교환기에서 호가 발생할 때 항상 변하는, 데이터를 포함하는 메모리 영역. 이 메모리 영역은 완충 장치나 호퍼처럼 영역의 위치가 잘 알려진 기억 장치의 집합으로 세분될 수 있다."
"가변 반송파 변조, 可變搬送波變調, controlled carrier modulation",,신호의 주파수에 따라 반송파를 진폭 변조하고 이에 더해 신호파의 윤곽으로 반송파를 진폭 변조하여 변조 심도가 신호의 크기에 거의 관계 없도록 하는 변조 방법.
"가변 벡터 도형 처리, 可變-圖形處理, Scalable Vector Graphics, SVG",동의어 : 스케일러블 벡터 그래픽스,"확장형 마크업 언어(XML)로 기술된 2차원 벡터 그래픽스(vector graphics) 파일 형식. 월드 와이드 웹 컨소시엄(W3C)이 만든 공개 표준으로 2001년 처음 공개되었다. 가변 벡터 도형 처리(SVG)는 확장성 마크업 언어(XML)로 기술하므로 웹 브라우저상에서 열람할 수 있고, 텍스트 편집기 등에서 편집할 수도 있다. 또한 하이퍼링크를 이미지에 걸거나 자바스크립트 등과 연동시킬 수 있으며, 벡터 도형 처리이므로 확대나 축소를 해도 화질에는 변화가 없다."
"가변 비트레이트, 可變-, Variable BitRate, VBR",,"데이터를 부호화할 때 상황에 따라 압축률을 다르게 하는 압축 방법. 가변 비트레이트(VBR)는 오디오나 비디오 부호화 형식 중 하나로, 고정 비트레이트(CBR: Constant BitRate)와 다른 점은 단위 시간당 출력하는 자료량이 계속 변한다는 것이다. MP3, 윈도즈 미디어 오디오(WMA), 보비스(Vorbis), AAC 오디오에서 선택적으로 VBR로 부호화할 수 있으며, 비디오에서는 엠펙-2(MPEG 2) 표준 규격에서 사용할 수 있다. VBR의 장점은 단위 비트당 할당하는 용량을 효율적으로 조절할 수 있다는 것이다. 많은 자료를 요구하는 곳에 더 많은 비트를 할당하고, 상대적으로 데이터 요구가 적은 곳에는 비트를 적게 할당하는 체제를 갖추고 있다. 따라서 VBR로 부호화한 결과물은 CBR에서 부호화한 결과물보다 질이 좋다."
"가변 비트율, 可變-率, Variable Bit Rate, VBR",,"비동기 전송 방식(ATM: Asynchronous Transfer Mode)의 통신망에서 망상태 또는 정보량에 따라 대역폭을 할당하는 서비스. 간단한 영상은 낮은 비트율이 할당되고 복잡한 영상에는 높은 비트율을 할당하여 부호화할 때 상황에 따라 압축률을 다르게 하는 압축 방법이다. 즉, 정보량에 따라 비트율을 높이거나 낮춰 전송하는 방식으로, 멀티미디어 정보 전송에 효율적이다."
"가변 소수점, 可變小數點, variable point",,특정한 문자로 소수점 위치를 나타내는 기수법에 관한 용어.
"가변 소수점 표시법, 可變小數點表示法, variable-point representation system",,①소수점의 위치가 그 위치에 있는 하나의 특수 문자에 의해 명시적으로 표시되는 소수점 표시법. ②하나의 실수가 단 하나의 문자열로 표현되지만 소수점의 위치는 하나의 특수 문자에 의해 명시적으로 표시되는 표시법. 고정 소수점 표현법(fixed-point representation system)과 대칭적인 용어이다.
"가변 속도 서비스, 可變速度-, variable bit rate service",,일정한 범위 내에서 변화될 수 있도록 허용하는 통계적 파라미터에 의해 서비스 비트 전송 속도(사용자 정보 전달 속도)가 지정되는 광대역 종합 정보 통신망(B-ISDN) 서비스의 한 형태.
"가변 속도 주사, 可變速度走査, variable speed scanning",,"송신 원고의 농담(濃淡)의 변화가 많은 부분은 느리게 주사하고, 적은 부분은 빠르게 주사하여 송신 신호의 주파수 스펙트럼을 평균화하여 전송로의 대역을 항상 유효하게 사용하는 주사 방식. 부주사(vertical scanning)의 경우 중복도(重複度) 억압 기능이 있는 팩스에서 널리 사용되고 있다."
"가변수 태스크 다중 프로그래밍, 可變數-多重-, Multiprogramming With A Variable Number Of Tasks, MVT",,"다중 프로그래밍 기능을 제어하기 위한 프로그램의 명칭으로 IBM의 용어. 그 기능은 고정수 태스크 다중 프로그래밍(MFT)과 흡사하며, 한 번에 복수 개의 태스크가 실행될 수 있도록 감시한다. MFT에 비하여 각 태스크에 할당되는 구획의 크기가 가변된다는 점에서 우위성을 가지며, 가변수 태스크 다중 프로그래밍(MVT)이 태스크에 대하여 스케줄을 실행하기 때문에 각 태스크에 미리 우선 순위를 지정해 두고 거기에 따라서 기계상의 자원과 프로그래밍상의 자원을 각 태스크에 할당하도록 해야 한다. 주기억 장치에 필요한 최소 용량은 MFT에 비하여 2배 정도가 커져 있다."
"가변 일관 처리 방식, 可變一貫處理方式, variable pipeline",,화상 처리의 고속화를 위한 프로그램에 의해 변경 가능한 복수의 일관 처리 방식. 일관 처리는 화상 처리 명령의 연산 모듈을 연결한다.
"가변 정보판, 可變情報板, variable message sign",,"도로의 진, 출입 위치, 도로의 노변 주위에 설치되어 전방향 교통상황 및 가변차선에 대한 유도신호를 제공할 수 있는 장비. 교통상황정보, 주차안내정보등의 교통정보를 제공하며 매우 광범위하게 사용되고 있다. 일반적으로 유선/무선통신에 의하여 관련 교통정보를 표시하며, 동화상의 출력도 가능하다."
"가변 주사법, 可變走査法, variable scanning method",,"텔레비전, 팩스 등의 화상 신호에서 파형이 변화하는 정도에 따라 주사 속도를 변화시키는 방법. 파형의 변화가 매우 심한 곳에서는 주사의 속도를 느리게 하고, 완만한 곳에서는 주사의 속도를 빠르게 함으로써 대역을 압축시킨다."
"가변 주소, 可變住所, variable address",동의어 : 가변 번지,색인 레지스터나 그와 비슷한 기기에 의해 변경될 예정이거나 이미 변경되어 있는 주소.
"가변 콘덴서, 可變-, Variable Condenser, Varicon",,"전기 용량 값을 바꿀 수 있는 축전기. 일반적으로 몇 장의 고정 극판 사이에 회전 극판을 넣어 상대의 면적을 바꾸어 전기 용량을 바꾸는 구조로, 고정자와 회전자 사이의 유전체는 플라스틱 필름, 자기, 공기 따위가 있다. 텔레비전, 라디오 송신기와 수신기의 동조용 축전기로 쓰인다. 가변 콘덴서를 줄여서 바리콘(Varicon)이라고도 한다."
"가변 파일, 可變-, variable file",,"변동이 잘되는 가변 데이터 레코드로 구성되어 있으며, 단독으로 존재하지 않고 최소한 하나 이상의 주 파일과 관계를 갖고 존재하는 파일."
"가변 파장 레이저, 可變波長-, tunable laser",,"발진 파장을 어느 범위에서 변화시킬 수 있는 레이저. 동조 가능 레이저라고도 한다. 동조 범위는 레이저 매질의 대역에 따라서 결정되는데 넓은 동조 범위를 가진 레이저에는 고체 레이저, 색소 레이저 및 반도체 레이저 등이 있다."
